,学生ID,全国卷,自主命题,半自主命题,性别,民族,政治面貌.群众,政治面貌.团员,政治面貌.预备党员,身高,体重,城镇考生,应届考生,外语语种,学科类型.理工,学科类型.文史,学科类型.文理综合,年份,成绩,学部.理学部,学部.经济与管理学部,学部.人文学部,学部.社会科学学部,学部.信息与工程科学部,优惠加分,大类,大类.普通,大类.自招,大类.定向招生,大类.筑梦,大类.特长生,高三排名,成绩方差,专利数,社会活动,获奖数,竞赛成绩,综合GPA
1200,b94b887d6a3a9ba50fca,1.0,0.0,0.0,0,1,0,1,0,176,67,1.0,1.0,1,1,0,0,0,585.0,1,0,0,0,0,5,自主,0,1,0,0,0,0.04172851,-0.257260687,0.0,0.0,0.0,0.0,2.91533
1201,0ac6938bc70fbf9d0a12,0.0,1.0,0.0,1,1,0,1,0,165,53,1.0,1.0,1,0,1,0,0,661.0,0,0,1,0,0,0,普通,1,0,0,0,0,0.021505376,0.051549998,0.0,0.114285714,0.051282051,0.0,3.70434
1202,485a255c44b26c0fda88,1.0,0.0,0.0,0,1,0,1,0,180,80,1.0,1.0,1,1,0,0,0,678.0,1,0,0,0,0,2,博雅,0,1,0,0,0,0.009615385,-0.256418006,0.0,0.0,0.179487179,0.0,3.1224
1203,d92407089e4c0eebe997,0.0,0.0,1.0,0,1,0,1,0,178,70,1.0,1.0,1,1,0,0,1,689.0,1,0,0,0,0,2,博雅,0,1,0,0,0,0.001970443,-0.261886925,0.333333333,0.057142857,0.256410256,0.0,3.66847
1204,2ad530b1b78feca29144,0.0,1.0,0.0,1,0,0,1,0,164,53,1.0,1.0,1,1,0,0,0,691.0,0,0,0,1,0,1,博雅,0,1,0,0,0,0.044368601,-0.229011389,0.0,0.228571429,0.358974359,0.0,3.66244
1205,a95f1d714b58f5d010c4,1.0,0.0,0.0,0,1,0,1,0,180,72,1.0,1.0,1,1,0,0,0,649.0,0,0,0,0,1,0,普通,1,0,0,0,0,0.008599509,-0.209180776,0.0,0.0,0.282051282,0.0,3.03163
1206,fa7758ed2762a4fe1cb6,1.0,0.0,0.0,0,1,0,1,0,176,66,1.0,1.0,1,1,0,0,1,671.0,1,0,0,0,0,5,自主,0,1,0,0,0,0.110497238,-0.051869035,0.0,0.0,0.025641026,0.137931034,3.46866
1207,eafc077e7516b5da62d3,1.0,0.0,0.0,0,1,0,1,0,184,65,0.0,1.0,1,1,0,0,1,675.0,0,0,0,0,1,2,筑梦,0,0,0,1,0,0.000805802,-0.262226592,0.0,0.0,0.128205128,0.0,2.46566
1208,7e38e7d0bc9f4be4d4ed,0.0,1.0,0.0,0,0,0,1,0,190,90,1.0,1.0,1,1,0,0,0,675.0,1,0,0,0,0,5,自主,0,1,0,0,0,0.376923077,1.808754441,0.0,0.028571429,0.051282051,0.172413793,3.34395
1209,ab4e5a469f9984765bb6,1.0,0.0,0.0,0,1,0,1,0,176,55,1.0,1.0,1,1,0,0,1,659.0,1,0,0,0,0,1,博雅,0,1,0,0,0,0.018975332,-0.207531495,0.0,0.457142857,0.256410256,0.034482759,3.47862
1210,8ae50927a40cb5b3f284,0.0,1.0,0.0,0,1,0,1,0,176,67,0.0,1.0,1,0,1,0,1,682.9981,0,0,1,0,0,2,筑梦,0,0,0,1,0,0.061643836,-0.194119083,0.0,0.085714286,0.179487179,0.0,3.65085
1211,8acbb328d70b137e0741,1.0,0.0,0.0,0,1,0,1,0,178,82,1.0,1.0,1,1,0,0,1,679.0,1,0,0,0,0,2,博雅,0,1,0,0,0,0.0125,-0.261262192,0.0,0.085714286,0.205128205,0.0,3.57577
1212,8078857e95b53dba7907,0.0,1.0,0.0,1,1,0,1,0,162,50,0.0,0.0,1,1,0,0,1,692.0,0,0,0,1,0,1,博雅,0,1,0,0,0,0.000365898,-0.2622159,0.0,0.114285714,0.051282051,0.034482759,3.53046
1213,f00d35d8f3f9384572d1,0.0,1.0,0.0,1,1,1,0,0,160,55,1.0,1.0,1,0,1,0,0,687.0,0,0,0,0,0,0,普通,1,0,0,0,0,0.023696682,-0.249347683,0.0,0.057142857,0.179487179,0.0,3.54275
1214,9ccab1737153349fbb44,0.0,1.0,0.0,0,1,0,1,0,175,56,1.0,1.0,1,1,0,0,0,281.0,0,0,0,0,1,3,博雅,0,1,0,0,0,0.003649635,-0.262245872,0.0,0.371428571,0.769230769,0.137931034,3.61773
1215,473532cd2835fd614d3f,0.0,1.0,0.0,0,1,0,1,0,176,60,1.0,1.0,1,0,1,0,1,661.0,0,1,0,0,0,0,普通,1,0,0,0,0,0.008108108,-0.236722889,0.0,0.0,0.0,0.0,3.52092
1216,b378f3f5bc7e9b158aee,1.0,0.0,0.0,1,1,0,1,0,160,52,1.0,1.0,1,0,1,0,0,654.0,0,0,0,1,0,1,博雅,0,1,0,0,0,0.000909091,-0.260706816,0.0,0.142857143,0.0,0.0,3.49953
1217,7d79cdaaebded8a1b260,0.0,1.0,0.0,0,1,0,1,0,178,78,1.0,1.0,1,1,0,0,1,661.0,1,0,0,0,0,0,国防、定向,0,0,1,0,0,0.001733102,-0.26211019,0.0,0.028571429,0.076923077,0.0,2.48557
1218,91056a0f33982c9e877a,0.0,0.0,1.0,1,1,0,1,0,169,54,0.0,1.0,1,1,0,0,1,700.0,0,0,0,0,0,3,筑梦,0,0,0,1,0,0.001512859,-0.262226706,0.0,0.0,0.153846154,0.034482759,3.53352
1219,f76a6d2dbbdb5c1434ea,0.0,1.0,0.0,0,1,0,1,0,176,67,1.0,1.0,1,1,0,0,1,731.9998,0,0,0,0,0,0,三位一体,1,0,0,0,0,0.034,-0.249249989,0.0,0.0,0.256410256,0.137931034,2.3743
1220,44135c3816adbf4a3795,0.0,1.0,0.0,0,1,0,1,0,175,67,1.0,1.0,1,1,0,0,0,699.0,0,0,0,0,0,0,普通,1,0,0,0,0,0.000776398,-0.262054799,0.0,0.114285714,0.256410256,0.0,2.74033
1221,840946dadf691b2f64f1,0.0,0.0,1.0,0,1,0,1,0,176,67,1.0,1.0,1,1,0,0,0,701.0,1,0,0,0,0,5,自主,0,1,0,0,0,0.006060606,-0.261791374,0.0,0.0,0.076923077,0.172413793,3.82012
1222,55031772dd38447bce4f,0.0,1.0,0.0,0,1,0,1,0,171,70,1.0,1.0,1,1,0,0,0,704.0,0,0,0,0,0,4,博雅,0,1,0,0,0,0.01,-0.214451415,0.0,0.285714286,0.41025641,0.0,3.85218
1223,f1c63e8444e7bc3003c6,0.0,1.0,0.0,0,1,0,1,0,170,63,1.0,1.0,1,1,0,0,1,682.0,0,0,0,0,0,5,博雅,0,1,0,0,0,0.002,-0.261848941,0.0,0.0,0.102564103,0.103448276,3.75573
1224,37d6132bab1e7efe9667,1.0,0.0,0.0,1,1,0,1,0,164,54,1.0,1.0,1,0,1,0,0,632.0,0,0,1,0,0,2,自主,0,1,0,0,0,0.003571429,-0.261969971,0.0,0.028571429,0.051282051,0.0,3.76929
1225,a675a0bd82004b3f857a,0.0,1.0,0.0,0,1,0,1,0,170,62,1.0,1.0,1,0,1,0,0,668.0,0,0,0,1,0,1,博雅,0,1,0,0,0,0.076923077,-0.262245872,0.0,0.028571429,0.051282051,0.0,3.38999
1226,b04073021fd8317b6a4c,1.0,0.0,0.0,0,1,0,1,0,178,73,1.0,1.0,1,1,0,0,0,651.0,1,0,0,0,0,2,博雅,0,1,0,0,0,0.003081664,-0.261321725,0.0,0.0,0.025641026,0.0,3.71567
1227,352d228ca85416e5c597,0.0,1.0,0.0,1,1,0,1,0,151,40,1.0,1.0,1,0,1,0,0,668.0,0,0,1,0,0,0,普通,1,0,0,0,0,0.130769231,-0.262245872,0.0,0.057142857,0.051282051,0.0,3.7312
1228,5559b0f12dcbbfbdd095,0.0,1.0,0.0,0,1,0,1,0,176,66,1.0,1.0,1,1,0,0,1,549.0,1,0,0,0,0,2,博雅,0,1,0,0,0,0.04172851,1.18e-15,0.0,0.028571429,0.128205128,0.034482759,3.79119
1229,1aaac4988f2a8a989ad9,1.0,0.0,0.0,0,1,0,1,0,170,59,1.0,1.0,1,1,0,0,0,666.0,0,0,0,0,1,1,博雅,0,1,0,0,0,0.008083141,-0.261404288,0.0,0.085714286,0.256410256,0.0,2.98171
1230,72da1fe96a48a1298fa6,1.0,0.0,0.0,1,1,1,0,0,160,47,1.0,1.0,1,0,1,0,0,622.0,0,0,0,1,0,0,普通,1,0,0,0,0,0.008571429,-0.260928069,0.0,0.0,0.0,0.0,3.59823
1231,8d446a8db7e843a05165,0.0,1.0,0.0,1,1,0,1,0,166,50,1.0,1.0,1,1,0,0,1,519.0,0,0,0,0,1,2,博雅,0,1,0,0,0,0.04172851,1.18e-15,0.0,0.171428571,0.153846154,0.0,3.4959
1232,3c0995d067005fb43eb4,0.0,1.0,0.0,0,1,0,1,0,179,80,1.0,1.0,1,0,1,0,0,661.0,0,0,0,1,0,2,博雅,0,1,0,0,0,0.133928571,0.020674655,0.0,0.342857143,0.051282051,0.0,3.69704
1233,4bb880343acc23ff7b33,0.0,1.0,0.0,0,1,0,1,0,176,67,0.0,1.0,1,1,0,0,1,720.9998,1,0,0,0,0,4,自主,0,1,0,0,0,0.013861386,-0.256691524,0.0,0.0,0.102564103,0.068965517,3.54311
1234,ba99bd5d33630bc19b96,1.0,0.0,0.0,1,1,0,1,0,155,44,1.0,1.0,1,0,1,0,0,656.0,0,0,0,1,0,0,普通,1,0,0,0,0,0.000357143,-0.260333363,0.0,0.114285714,0.435897436,0.0,3.62923
1235,1c45946f221090de964c,0.0,1.0,0.0,1,1,0,1,0,163,50,1.0,1.0,1,1,0,0,1,670.0,0,1,0,0,0,3,博雅,0,1,0,0,0,0.002642008,-0.26218908,0.0,0.028571429,0.230769231,0.0,3.92317
1236,3dc780a011df00ce09c2,0.0,1.0,0.0,1,1,0,1,0,156,40,1.0,1.0,1,1,0,0,0,676.0,0,1,0,0,0,4,博雅,0,1,0,0,0,0.003278689,-0.260944872,0.0,0.2,0.153846154,0.0,3.83766
1237,c297a8d687482ecd5576,0.0,1.0,0.0,1,1,0,1,0,170,57,1.0,1.0,1,1,0,0,0,743.9996,0,0,0,1,0,1,博雅,0,1,0,0,0,0.002159827,-0.261945038,0.0,0.028571429,0.128205128,0.034482759,3.68684
1238,beca5fd1eccce901ad79,0.0,1.0,0.0,0,1,0,1,0,178,73,1.0,1.0,1,1,0,0,0,273.0,0,0,0,0,1,5,博雅,0,1,0,0,0,0.012782694,-0.245059802,0.0,0.057142857,0.153846154,0.103448276,3.85866
1239,4b1bc7773e3aa43ac9c2,1.0,0.0,0.0,0,1,0,1,0,178,80,1.0,1.0,1,1,0,0,0,694.0,1,0,0,0,0,5,博雅,0,1,0,0,0,0.00076746,-0.262039781,0.0,0.057142857,0.256410256,0.172413793,3.65942
1240,35c31ef3b5adac62d74b,0.0,0.0,1.0,0,1,0,1,0,184,70,0.0,1.0,1,1,0,0,0,664.0,0,0,0,0,1,0,国家专项,0,0,1,0,0,0.003333333,1.18e-15,0.0,0.0,0.102564103,0.172413793,2.76472
1241,bf2af54bc659c72f7de1,0.0,1.0,0.0,0,1,0,1,0,169,50,1.0,1.0,1,1,0,0,1,685.0,0,0,1,0,0,0,普通,1,0,0,0,0,0.01509434,0.461942922,0.0,0.028571429,0.102564103,0.0,3.76975
1242,e4f2a4606e4508416832,1.0,0.0,0.0,0,1,0,1,0,176,62,1.0,1.0,1,1,0,0,0,652.0,0,0,0,0,1,5,自主,0,1,0,0,0,0.033737024,-0.243328801,0.0,0.028571429,0.128205128,0.137931034,3.03537
1243,9e3de5b5d7ae6a464f9b,0.0,1.0,0.0,0,1,0,1,0,176,67,0.0,1.0,1,1,0,0,1,651.0,1,0,0,0,0,3,筑梦,0,0,0,1,0,0.0067659,-0.236647359,0.0,0.0,0.051282051,0.0,3.2444
1244,d0a3a3a626de6ea4bd15,0.0,1.0,0.0,0,1,0,1,0,175,65,1.0,1.0,1,1,0,0,0,287.0,0,0,0,0,1,3,博雅,0,1,0,0,0,0.01,-0.258479297,0.0,0.114285714,0.461538462,0.103448276,3.35055
1245,541ee6aa62fbd5009961,0.0,1.0,0.0,0,1,0,1,0,175,60,1.0,1.0,1,1,0,0,1,673.0,0,0,0,0,1,1,博雅,0,1,0,0,0,0.06,-0.262245872,0.0,0.057142857,0.076923077,0.0,3.58123
1246,c162b3c7068721464e59,1.0,0.0,0.0,0,1,0,1,0,176,67,1.0,1.0,1,1,0,0,1,676.0,0,0,0,0,1,5,自主,0,1,0,0,0,0.06688172,0.079105483,0.0,0.0,0.128205128,0.034482759,2.85316
1247,09ba2d324225470a2ca5,0.0,0.0,1.0,1,1,1,0,0,165,60,0.0,1.0,1,1,0,0,1,697.0,0,0,0,0,1,4,博雅,0,1,0,0,0,0.0025,-0.248073453,0.0,0.114285714,0.051282051,0.0,3.35299
1248,bd45ad433201a763d7f9,1.0,0.0,0.0,1,1,0,1,0,151,42,1.0,1.0,1,0,1,0,1,613.0,0,0,1,0,0,0,普通,1,0,0,0,0,0.044117647,-0.100871974,0.0,0.028571429,0.051282051,0.0,3.40631
1249,b51b2f6d0ef5d94396f4,0.0,1.0,0.0,0,1,0,1,0,177,65,0.0,1.0,1,1,0,0,0,696.0,0,0,0,0,0,2,筑梦,0,0,0,1,0,0.000645578,-0.261837404,0.0,0.0,0.102564103,0.0,2.40424
1250,24aff5a52ea467f57f03,0.0,1.0,0.0,0,1,0,1,0,179,75,0.0,1.0,1,1,0,0,0,677.0,1,0,0,0,0,1,博雅,0,1,0,0,0,0.000714286,-0.2542456,0.0,0.085714286,0.128205128,0.034482759,3.67623
1251,ba293380f5e2fb3b2af6,0.0,1.0,0.0,0,1,0,1,0,176,67,1.0,1.0,1,0,1,0,1,691.9999,0,0,0,1,0,0,三位一体,1,0,0,0,0,0.002673797,4.942812191,0.0,0.0,0.076923077,0.0,3.46981
1252,c3435df91d07fe28fb5e,0.0,1.0,0.0,0,1,0,1,0,174,80,1.0,1.0,1,1,0,0,1,685.0,0,0,0,0,0,0,普通,1,0,0,0,0,0.033333333,-0.203880296,0.0,0.028571429,0.179487179,0.0,2.83739
1253,592c702ab59a47fb41a3,0.0,1.0,0.0,1,1,0,1,0,163,50,1.0,1.0,1,0,1,0,1,644.0,0,0,1,0,0,2,博雅,0,1,0,0,0,0.001111111,0.035839365,0.0,0.228571429,0.230769231,0.0,3.6302
1254,0af081ecaff873cc20b1,0.0,1.0,0.0,0,1,0,1,0,175,70,1.0,1.0,1,1,0,0,1,516.0,0,0,0,0,1,2,博雅,0,1,0,0,0,0.04172851,1.18e-15,0.0,0.057142857,0.205128205,0.034482759,3.63363
1255,92f639f4bf66a21895aa,1.0,0.0,0.0,0,1,0,1,0,182,62,1.0,1.0,1,0,0,1,0,687.0,1,0,0,0,0,1,博雅,0,1,0,0,0,0.000625,-0.255876678,0.0,0.028571429,0.025641026,0.0,3.52027
1256,926feca970f3a6009ec7,1.0,0.0,0.0,1,1,0,1,0,164,54,1.0,1.0,1,1,0,0,1,698.0,0,1,0,0,0,0,普通,1,0,0,0,0,0.004081633,-0.260723977,0.0,0.028571429,0.282051282,0.0,3.48756
1257,8fa842d0206bd00e785f,0.0,0.0,1.0,1,1,0,1,0,163,50,1.0,1.0,1,0,1,0,1,652.0,0,1,0,0,0,0,普通,1,0,0,0,0,0.027777778,-0.233053116,0.0,0.085714286,0.025641026,0.0,2.24607
1258,60b34f38b7bb4bb9660f,1.0,0.0,0.0,0,1,0,1,0,185,70,1.0,1.0,1,1,0,0,1,690.0,1,0,0,0,0,3,自主,0,1,0,0,0,0.348979592,0.988702844,0.0,0.114285714,0.205128205,0.103448276,3.21584
1259,956c20a64e2a89989deb,1.0,0.0,0.0,0,1,0,1,0,175,71,1.0,1.0,1,1,0,0,0,693.0,0,0,0,0,1,2,自主,0,1,0,0,0,0.079,-0.155307631,0.0,0.028571429,0.128205128,0.034482759,3.73015
1260,ef6961a705ec2682d325,0.0,1.0,0.0,0,1,0,1,0,172,57,0.0,1.0,1,1,0,0,1,286.0,0,0,0,0,1,3,博雅,0,1,0,0,0,0.001451379,-0.262193705,0.0,0.314285714,0.384615385,0.034482759,3.50686
1261,b8cd2dfe27712c557078,0.0,1.0,0.0,1,1,0,1,0,164,59,1.0,1.0,1,1,0,0,0,710.0,1,0,0,0,0,4,博雅,0,1,0,0,0,0.008264463,-0.250991862,0.0,0.085714286,0.384615385,0.0,3.71116
1262,941bc704f92cc6813c98,1.0,0.0,0.0,1,0,0,1,0,164,54,1.0,1.0,1,1,0,0,0,676.0,0,1,0,0,0,3,博雅,0,1,0,0,0,0.04172851,1.18e-15,0.0,0.0,0.076923077,0.0,3.80206
1263,8724be6ef8b37de18030,0.0,1.0,0.0,1,1,0,1,0,170,50,1.0,1.0,1,1,0,0,0,697.0,0,1,0,0,0,1,博雅,0,1,0,0,0,0.030357143,-0.262245872,0.0,0.114285714,0.076923077,0.0,3.64986
1264,4a5476abd7689c108ab5,0.0,1.0,0.0,1,1,1,0,0,160,60,1.0,1.0,1,0,1,0,1,639.0,0,0,1,0,0,0,普通,1,0,0,0,0,0.053030303,-0.061407496,0.0,0.2,0.076923077,0.0,3.50714
1265,67db851ce62058e7e7ab,0.0,1.0,0.0,1,0,0,1,0,165,51,1.0,1.0,1,0,1,0,1,685.0,0,1,0,0,0,0,普通,1,0,0,0,0,0.025925926,-0.204856368,0.0,0.114285714,0.230769231,0.0,2.73746
1266,162c839791d30292acd9,1.0,0.0,0.0,0,1,1,0,0,183,70,1.0,1.0,1,1,0,0,0,680.0,0,1,0,0,0,2,博雅,0,1,0,0,0,0.036731634,0.415209354,0.0,0.028571429,0.051282051,0.103448276,3.7873
1267,244facfc3f453151cac9,1.0,0.0,0.0,0,1,0,1,0,170,58,0.0,1.0,1,1,0,0,1,679.0,1,0,0,0,0,2,自主,0,1,0,0,0,0.003729024,-0.262155166,0.0,0.0,0.333333333,0.034482759,3.67239
1268,7b8bb7d0880284d129b3,0.0,1.0,0.0,1,1,0,1,0,163,50,1.0,1.0,1,0,1,0,1,277.0,0,0,0,1,0,4,博雅,0,1,0,0,0,0.001428571,-0.261450999,0.0,0.085714286,0.179487179,0.0,3.51977
1269,9ac3787080a75b05b28f,1.0,0.0,0.0,1,1,0,1,0,173,56,1.0,1.0,1,1,0,0,0,654.0,0,0,0,0,1,1,博雅,0,1,0,0,0,0.018965517,-0.214707103,0.0,0.257142857,0.41025641,0.0,3.65262
1270,656688f1c9a7b2ba31fc,0.0,1.0,0.0,1,1,0,1,0,169,55,1.0,1.0,1,0,1,0,1,613.0,0,0,1,0,0,3,自主,0,1,0,0,0,0.008333333,0.756479607,0.0,0.171428571,0.205128205,0.0,3.70189
1271,8585899aa4581d3543a6,1.0,0.0,0.0,1,1,0,1,0,164,54,1.0,1.0,1,0,1,0,0,601.0,0,0,0,1,0,2,自主,0,1,0,0,0,0.001428571,-0.26217954,0.0,0.0,0.256410256,0.0,3.76508
1272,af49e652523a72839870,1.0,0.0,0.0,1,1,0,1,0,162,46,1.0,0.0,1,0,1,0,0,621.0,0,0,1,0,0,2,自主,0,1,0,0,0,0.008333333,-0.262245872,0.0,0.057142857,0.256410256,0.0,3.33204
1273,6b56d60fa886bbcb6fe8,0.0,0.0,1.0,0,1,1,0,0,175,75,1.0,1.0,1,1,0,0,0,663.0,1,0,0,0,0,5,博雅,0,1,0,0,0,0.005,-0.25379861,0.0,0.285714286,0.128205128,0.0,3.32514
1274,43ad243ac73f865a719b,1.0,0.0,0.0,1,1,0,1,0,170,55,1.0,1.0,1,0,1,0,1,681.0,0,1,0,0,0,2,博雅,0,1,0,0,0,0.025714286,-0.085369978,0.0,0.0,0.051282051,0.0,2.70893
1275,225df15e524d54db2dff,0.0,0.0,1.0,0,1,0,1,0,173,75,1.0,1.0,1,0,1,0,0,649.0,0,0,1,0,0,2,自主,0,1,0,0,0,0.002493766,-0.262112125,0.0,0.114285714,0.128205128,0.0,3.45083
1276,7eef884e4d9aa880ca7d,0.0,1.0,0.0,0,1,0,1,0,176,67,0.0,1.0,1,1,0,0,1,667.0,0,0,0,1,0,3,筑梦,0,0,0,1,0,0.001082251,-0.26223717,0.0,0.0,0.076923077,0.0,3.4988
1277,b373ca77c02449a2e21c,0.0,0.0,1.0,0,1,0,1,0,175,70,1.0,1.0,1,0,1,0,0,605.0,0,0,1,0,0,4,自主,0,1,0,0,0,0.031120332,-0.221900045,0.0,0.114285714,0.102564103,0.0,1.7013
1278,7543e896833a190a74c0,1.0,0.0,0.0,0,1,0,1,0,173,65,1.0,1.0,1,1,0,0,0,628.0,1,0,0,0,0,4,自主,0,1,0,0,0,0.273873874,1.117053867,0.0,0.028571429,0.307692308,0.137931034,3.61956
1279,4b06f2ce34fd1af03ca8,0.0,0.0,1.0,0,1,0,1,0,170,70,1.0,1.0,1,0,1,0,1,661.0,0,0,1,0,0,0,普通,1,0,0,0,0,0.027777778,3.848413725,0.0,0.0,0.0,0.0,3.41281
1280,36ba66407f8a65d5f757,0.0,1.0,0.0,0,1,0,1,0,161,53,1.0,1.0,1,1,0,0,0,503.0,0,0,0,0,1,2,博雅,0,1,0,0,0,0.04172851,1.18e-15,0.0,0.028571429,0.102564103,0.0,3.04725
1281,66196c1b59eb855d89b3,0.0,1.0,0.0,0,1,0,1,0,181,65,1.0,1.0,1,1,0,0,1,677.0,0,0,0,0,1,4,博雅,0,1,0,0,0,0.002830189,-0.261518153,0.0,0.057142857,0.076923077,0.0,3.47544
1282,b7fd58b52cc99a2be32c,0.0,1.0,0.0,0,1,0,1,0,181,63,1.0,1.0,1,1,0,0,1,533.0,0,0,0,0,1,1,博雅,0,1,0,0,0,0.137055838,-0.038638019,0.0,0.228571429,0.282051282,0.0,3.55516
1283,665786d49fe06fdf9daa,0.0,1.0,0.0,0,1,1,0,0,168,72,1.0,1.0,1,0,1,0,0,670.0,0,0,0,1,0,2,博雅,0,1,0,0,0,0.367346939,2.534912837,0.0,0.114285714,0.025641026,0.0,3.70376
1284,9d5f1c9a63aad2f859aa,1.0,0.0,0.0,0,0,0,1,0,159,75,1.0,1.0,1,1,0,0,1,647.0,1,0,0,0,0,5,自主,0,1,0,0,0,0.192592593,0.354379144,0.0,0.0,0.153846154,0.0,1.61619
1285,d0110d5b46ede64e6a8b,0.0,0.0,1.0,0,1,0,1,0,176,65,1.0,1.0,1,1,0,0,1,676.0,1,0,0,0,0,0,国防、定向,0,0,1,0,0,0.003536068,-0.262020516,0.0,0.028571429,0.282051282,0.0,2.30674
1286,82d5e1111aaa8568181f,1.0,0.0,0.0,1,1,0,1,0,164,54,1.0,1.0,1,1,0,0,1,646.0,0,1,0,0,0,2,博雅,0,1,0,0,0,0.002333722,-0.249702675,0.0,0.0,0.230769231,0.0,3.73245
1287,6fe07d89108f219bc323,0.0,0.0,1.0,0,1,0,1,0,172,65,1.0,1.0,1,1,0,0,0,633.0,1,0,0,0,0,5,自主,0,1,0,0,0,0.066795741,-0.177243182,0.0,0.0,0.051282051,0.275862069,2.78152
1288,f4d86c19e032636169df,0.0,1.0,0.0,0,1,0,1,0,180,70,1.0,1.0,1,1,0,0,1,676.0,0,0,0,0,1,1,博雅,0,1,0,0,0,0.007272727,-0.085026997,0.0,0.085714286,0.153846154,0.068965517,3.37803
1289,382d96311c1b48141942,0.0,0.0,1.0,0,1,0,1,0,175,63,1.0,1.0,1,1,0,0,1,655.0,1,0,0,0,0,5,自主,0,1,0,0,0,0.037373737,-0.257995161,0.0,0.0,0.051282051,0.103448276,3.48186
1290,abff4ef48c61f9aab279,0.0,1.0,0.0,0,1,0,1,0,176,67,1.0,1.0,1,1,0,0,0,737.9991,1,0,0,0,0,5,自主,0,1,0,0,0,0.006666667,-0.239546352,0.0,0.0,0.0,0.0,3.79276
1291,b1932faf7aeb6c43293a,0.0,1.0,0.0,0,1,0,1,0,176,61,1.0,1.0,1,1,0,0,1,709.9969,1,0,0,0,0,5,自主,0,1,0,0,0,0.064,-0.254642789,0.0,0.0,0.051282051,0.137931034,3.71096
1292,5cbd3dab9f8f78bcee00,0.0,1.0,0.0,1,1,0,1,0,166,56,1.0,1.0,1,0,1,0,1,674.0,0,1,0,0,0,0,普通,1,0,0,0,0,0.3,3.062970019,0.0,0.485714286,0.333333333,0.0,3.71396
1293,4a63b1fdfa34159c536f,0.0,0.0,1.0,0,1,0,1,0,172,60,1.0,1.0,1,1,0,0,1,873.0,0,0,0,0,0,0,普通,1,0,0,0,0,0.059610706,-0.234366969,0.0,0.0,0.076923077,0.0,2.9789
1294,7f4601133e63eb2d6ab5,0.0,1.0,0.0,1,1,0,1,0,162,44,1.0,1.0,1,1,0,0,0,693.0,0,0,0,0,1,0,普通,1,0,0,0,0,0.060913706,-0.209934715,0.0,0.142857143,0.333333333,0.0,3.27241
1295,7f69f1a643c494edb704,1.0,0.0,0.0,0,1,0,1,0,185,65,1.0,1.0,1,1,0,0,0,669.0,0,0,0,0,1,3,博雅,0,1,0,0,0,0.003703704,-0.262041804,0.0,0.057142857,0.512820513,0.0,3.54694
1296,41f14464a6c786ba3c06,1.0,0.0,0.0,0,0,0,1,0,180,77,1.0,1.0,1,0,1,0,1,596.0,0,0,1,0,0,2,博雅,0,1,0,0,0,0.003174603,-0.262245872,0.0,0.0,0.0,0.0,2.95118
1297,88fe6387f9f58805c94d,0.0,1.0,0.0,0,1,1,0,0,185,70,1.0,1.0,1,1,0,0,1,606.0,1,0,0,0,0,5,自主,0,1,0,0,0,0.463636364,4.287960896,0.0,0.142857143,0.025641026,0.137931034,2.91836
1298,6587401b13aa70243bf4,1.0,0.0,0.0,0,1,0,1,0,176,67,1.0,1.0,1,1,0,0,1,639.0,1,0,0,0,0,5,自主,0,1,0,0,0,0.025,-0.260329227,0.0,0.028571429,0.102564103,0.103448276,3.40338
1299,d4278ee43a0cae4e0b53,1.0,0.0,0.0,0,1,0,1,0,176,67,1.0,1.0,1,1,0,0,0,637.0,1,0,0,0,0,0,普通,1,0,0,0,0,0.004761905,-0.233748984,0.0,0.0,0.0,0.0,2.55103
1300,41f2183cad81c35c7f52,1.0,0.0,0.0,1,1,0,1,0,165,50,1.0,1.0,1,0,1,0,1,620.0,0,0,0,1,0,5,博雅,0,1,0,0,0,0.003676471,-0.261955978,0.0,0.314285714,0.179487179,0.0,3.74596
1301,92fec458ad0a0b9110f9,0.0,1.0,0.0,0,1,0,1,0,188,88,1.0,1.0,1,1,0,0,0,664.0,0,0,0,1,0,3,博雅,0,1,0,0,0,0.004920049,-0.260615177,0.0,0.2,0.230769231,0.034482759,3.58818
1302,739146afc6135747eec0,0.0,0.0,1.0,0,0,0,1,0,188,73,1.0,1.0,1,1,0,0,0,669.0,1,0,0,0,0,5,自主,0,1,0,0,0,0.071636012,-0.237989937,0.0,0.0,0.051282051,0.137931034,3.67559
1303,3dae10a8a184b531dc76,0.0,1.0,0.0,0,1,0,1,0,176,74,1.0,1.0,1,1,0,0,1,703.9946,1,0,0,0,0,5,自主,0,1,0,0,0,0.001132503,-0.249342854,0.0,0.0,0.128205128,0.068965517,3.42758
1304,9c5eb8b304ec465290ec,0.0,0.0,1.0,1,1,0,1,0,164,59,1.0,1.0,1,1,0,0,0,838.0,1,0,0,0,0,3,博雅,0,1,0,0,0,0.001180638,-0.262209587,0.0,0.028571429,0.102564103,0.0,3.59668
1305,ba62af1cac5846b75c90,0.0,0.0,1.0,1,1,0,1,0,164,54,1.0,1.0,1,1,0,0,1,701.0,0,1,0,0,0,3,博雅,0,1,0,0,0,0.003694581,-0.260431354,0.0,0.171428571,0.282051282,0.0,3.75546
1306,dc0ebc44c4a785d1ac5c,0.0,0.0,1.0,1,1,0,1,0,165,57,1.0,1.0,1,0,1,0,1,631.0,0,0,1,0,0,1,博雅,0,1,0,0,0,0.007407407,-0.261900486,0.0,0.0,0.0,0.0,3.48268
