,学生ID,全国卷,自主命题,半自主命题,性别,民族,政治面貌.群众,政治面貌.团员,政治面貌.预备党员,身高,体重,城镇考生,应届考生,外语语种,学科类型.理工,学科类型.文史,学科类型.文理综合,年份,成绩（分数/总分）,学部.理学部,学部.经济与管理学部,学部.人文学部,学部.社会科学学部,学部.信息与工程科学部,优惠加分,大类.普通,大类.自招,大类.定向招生,大类.筑梦,大类.特长生,高三排名,成绩方差,专利数,社会活动,获奖数,竞赛成绩,生源省市
245,ad790932568430fab70f,1,0,0,0,1,0,1,0,176,67,1,1,1,1,0,0,1,0.905333333,0,0,0,1,0,2,0,1,0,0,0,0.052980132,-0.235253766,0,0,0.153846154,0.103448276,河北省
246,f42d1caeed8abcbd79c9,0,1,0,1,1,0,1,0,162,45,1,1,1,1,0,0,1,0.881478025,0,0,0,1,0,0,1,0,0,0,0,0.04172851,1.18E-15,0,0.057142857,0.282051282,0.172413793,浙江省
247,bdb11c6c1308f6818ea1,0,0,1,0,1,0,1,0,172,55,1,1,1,1,0,0,0,0.92,0,0,0,0,1,3,0,1,0,0,0,0.001538462,-0.260945379,0,0.028571429,0.076923077,0.137931034,湖北省
248,78c52f9dcf16d7ef0310,0,1,0,1,1,0,1,0,170,60,1,1,1,0,1,0,1,0.901333333,0,0,0,1,0,0,1,0,0,0,0,0.002717391,-0.258758214,0,0.342857143,0.205128205,0,北京市
249,f89c0ea6409d7c84af57,0,0,1,0,1,0,1,0,173,80,1,1,1,1,0,0,0,0.913333333,1,0,0,0,0,2,0,1,0,0,0,0.000689655,-0.259850936,0,0.028571429,0.256410256,0,湖南省
250,eef070082f73d708403b,1,0,0,0,1,0,1,0,173,63,0,1,1,1,0,0,1,0.872,1,0,0,0,0,4,0,0,0,1,0,0.001745201,-0.238635657,0,0.057142857,0.128205128,0,河南省
251,8f1f8ffcd824d2406fe5,0,1,0,1,1,0,1,0,166,58,1,1,1,0,1,0,1,0.790909091,0,0,1,0,0,2,0,1,0,0,0,0.0125,0.038318362,0,0.028571429,0.076923077,0,上海市
252,4c5ffed52f4b80c2ff6b,0,0,1,1,1,0,1,0,165,55,0,1,1,1,0,0,1,0.888,1,0,0,0,0,0,0,0,1,0,0,0.015698925,-0.255021913,0,0.142857143,0.153846154,0,陕西省
253,9be047edc7b15263595e,1,0,0,1,1,0,1,0,161,50,0,1,1,1,0,0,0,0.9,1,0,0,0,0,2,0,1,0,0,0,0.002259887,-0.261954987,0,0,0.025641026,0,江西省
254,c32d20cbc794d1557be1,0,1,0,0,1,0,1,0,172,65,1,1,1,1,0,0,1,0.595833333,0,0,0,0,1,5,0,1,0,0,0,0.076,1.18E-15,0,0.114285714,0.256410256,0.034482759,江苏省
255,77e2a12fad3580d54c29,1,0,0,0,0,0,1,0,168,55,0,1,1,1,0,0,1,0.845333333,1,0,0,0,0,1,0,0,0,1,0,0.000772798,-0.250185213,0,0,0.025641026,0,青海省
256,46b37dda4230238ea4be,0,0,1,0,1,0,1,0,175,69,1,1,1,0,1,0,0,0.884,0,0,1,0,0,3,0,1,0,0,0,0.002857143,-0.262244649,0,0,0.256410256,0,山东省
257,9afffb2c06290031fbff,0,1,0,1,0,0,1,0,153,46,0,0,1,1,0,0,0,0.912,1,0,0,0,0,0,0,0,1,0,0,0.096363636,0.107626764,0,0.057142857,0.128205128,0,重庆市
258,6469f30a0e88f18dce5a,0,0,1,0,1,0,1,0,170,55,1,1,1,1,0,0,0,0.872,1,0,0,0,0,5,0,1,0,0,0,0.080769231,-0.231072866,0,0.028571429,0.153846154,0.517241379,湖北省
259,b7c0edebd1477a321388,0,1,0,0,1,0,1,0,175,75,1,1,1,1,0,0,1,0.63125,0,0,0,0,1,1,0,1,0,0,0,0.003773585,-0.201316606,0,0.114285714,0.256410256,0.137931034,江苏省
260,30a47a2c33bed8d07e8f,1,0,0,0,1,0,1,0,186,80,1,1,1,1,0,0,0,0.845333333,1,0,0,0,0,5,0,1,0,0,0,0.003464203,-0.262046229,0,0.057142857,0.461538462,0.517241379,山西省
261,4120df246b4260a8664c,0,0,1,0,1,0,1,0,181,70,1,1,1,1,0,0,0,0.838666667,1,0,0,0,0,5,0,1,0,0,0,0.561702128,4.825598143,0,0.114285714,0.230769231,0.275862069,湖南省
262,8d84094153c2bd440420,0,0,1,1,1,0,1,0,165,50,1,1,1,1,0,0,0,0.890666667,0,0,0,0,1,0,0,0,1,0,0,0.005524862,-0.251614416,0,0,0.102564103,0.103448276,湖北省
263,efee69d692718b4aac3b,1,0,0,0,1,0,1,0,176,67,1,1,1,1,0,0,1,0.926666667,0,0,0,0,1,0,1,0,0,0,0,0.04172851,1.18E-15,0,0.028571429,0.076923077,0,河南省
264,4b3c0b97b41e9ca6564e,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.925333333,1,0,0,0,0,4,0,1,0,0,0,0.012048193,-0.162881691,0,0.114285714,0.256410256,0,重庆市
265,3c671cad5cdcedf4e17a,0,0,1,0,1,0,1,0,178,70,1,1,1,1,0,0,1,0.86,1,0,0,0,0,5,0,1,0,0,0,0.002777778,0.85310935,0,0.028571429,0.128205128,0.103448276,湖南省
266,69a5e8d2d5d334efc966,0,1,0,1,1,0,1,0,170,51,1,1,1,1,0,0,1,0.932,0,0,1,0,0,4,0,1,0,0,0,0.04172851,1.18E-15,0,0.057142857,0.282051282,0.206896552,重庆市
267,eedd7249ec50894fd6a2,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,1,0.896295802,0,0,0,0,1,0,1,0,0,0,0,0.001243781,-0.260375697,0,0.028571429,0.205128205,0,浙江省
268,17e1fe44e1e434acb53a,1,0,0,0,1,0,1,0,171,75,1,1,1,1,0,0,1,0.894666667,1,0,0,0,0,2,0,1,0,0,0,0.04172851,1.18E-15,0,0,0.230769231,0.275862069,江西省
269,eb89c6c26f3fb8475a5a,0,1,0,1,1,0,1,0,163,50,1,1,1,0,1,0,0,0.901333333,0,0,0,0,0,1,0,1,0,0,0,0.001025641,-0.26215997,0,0.028571429,0.179487179,0,安徽省
270,df653ebd6b8742c6d76e,0,1,0,0,1,0,1,0,182,60,1,1,1,1,0,0,0,0.926666667,1,0,0,0,0,0,1,0,0,0,0,0.036666667,-0.262245872,0,0.228571429,0.256410256,0.103448276,北京市
271,c54c17d1037b611818a1,0,1,0,1,0,0,1,0,156,40,1,1,1,1,0,0,1,0.913333333,0,0,1,0,0,0,1,0,0,0,0,0.025531915,-0.207962388,0,0.171428571,0.128205128,0,北京市
272,c19e3c472048c98713dd,0,1,0,0,1,0,1,0,187,73,1,1,1,0,1,0,0,0.783333333,0,0,0,1,0,0,1,0,0,0,0,0.012817525,-0.253282578,0,0.114285714,0.025641026,0,上海市
273,e8e1866a8631bd3df2b3,0,1,0,1,1,0,1,0,170,52,1,1,1,1,0,0,0,0.625,0,1,0,0,0,1,0,1,0,0,0,0.031428571,-0.108703826,0,0.114285714,0.205128205,0,江苏省
274,018e7fc065f7a259447e,0,1,0,1,1,0,1,0,162,52,1,1,1,1,0,0,1,0.870369506,0,0,0,0,1,0,1,0,0,0,0,0.297169811,0.365312931,0,0.057142857,0.102564103,0,浙江省
275,f4c248938ecc564a6771,0,1,0,1,1,0,1,0,164,50,1,1,1,1,0,0,0,0.912,0,0,0,0,1,1,0,1,0,0,0,0.002028398,-0.262123605,0,0.114285714,0.102564103,0,北京市
276,6eca7ace99961972e701,0,1,0,0,1,0,1,0,185,100,1,1,1,1,0,0,1,0.798484848,1,0,0,0,0,5,0,1,0,0,0,0.003333333,-0.260801303,0,0,0.025641026,0.137931034,上海市
277,cfe0a4015846c981c0fd,0,1,0,1,1,0,1,0,170,58,1,1,1,1,0,0,0,0.796969697,0,1,0,0,0,3,0,1,0,0,0,0.002985075,-0.262106563,0,0.171428571,0.256410256,0,上海市
278,54b6ae733b959e446880,0,0,1,1,1,0,1,0,162,59,1,1,1,1,0,0,0,0.913333333,1,0,0,0,0,2,0,1,0,0,0,0.003571429,-0.262245872,0,0,0.256410256,0,陕西省
279,a6587d41eb91ef44699d,0,1,0,0,1,0,1,0,171,52,0,1,1,0,1,0,0,0.88,0,0,1,0,0,3,0,0,0,1,0,0.013675214,-0.247007364,0,0.028571429,0.051282051,0,重庆市
280,5d7dfd30d947e9bf0a34,0,0,1,0,1,0,1,0,168,63,0,1,1,1,0,0,1,0.913333333,1,0,0,0,0,2,0,0,0,1,0,0.005943536,-0.261444624,0,0.028571429,0.076923077,0,山东省
281,25aa8f34d21bf22eb1da,0,1,0,0,1,0,1,0,176,67,1,1,1,0,1,0,0,0.881480988,0,0,1,0,0,1,0,0,0,1,0,0.04172851,1.18E-15,0,0.171428571,0.025641026,0,浙江省
282,dd5bcb9d623d160daf0c,1,0,0,0,1,0,1,0,179,71,1,0,1,0,1,0,1,0.810666667,0,0,1,0,0,1,0,1,0,0,0,0.001936733,-0.262212648,0,0.057142857,0.025641026,0,山西省
283,bfe481414d45fd350119,0,0,1,0,1,0,1,0,176,67,1,1,1,1,0,0,1,0.84,0,0,0,0,1,5,0,1,0,0,0,0.04172851,-0.262151584,0,0.057142857,0.102564103,0.379310345,湖南省
284,ee47a4354776d45a6363,0,0,1,1,1,0,1,0,175,86,1,1,1,1,0,0,1,0.925333333,0,0,0,0,1,4,0,1,0,0,0,0.050420168,-0.207577556,0,0.2,0.205128205,0.137931034,山东省
285,b3e77ebec7658ba050b3,1,0,0,0,1,0,1,0,175,60,1,1,1,1,0,0,1,0.917333333,0,1,0,0,0,2,0,1,0,0,0,0.003571429,-0.262115804,0,0.057142857,0.256410256,0,黑龙江省
286,c85db3a03073ebf7a0fb,0,1,0,0,1,0,1,0,175,65,1,1,1,1,0,0,0,0.59375,1,0,0,0,0,4,0,1,0,0,0,0.013626834,1.18E-15,0,0.657142857,0.435897436,0.206896552,江苏省
287,fa79e24a5712fe3d63e1,0,1,0,0,1,0,1,0,182,89,1,1,1,1,0,0,0,0.92,1,0,0,0,0,0,1,0,0,0,0,0.034267913,-0.262245872,0,0.057142857,0.076923077,0,北京市
288,6a9d2e6a225d33ee5d69,0,1,0,0,1,0,1,0,188,62,1,1,1,1,0,0,0,0.914666667,0,0,0,0,1,2,0,1,0,0,0,0.002564103,-0.261757671,0,0.142857143,0.256410256,0.172413793,北京市
289,1f18f00013d278d5dd77,0,1,0,1,1,0,1,0,164,54,1,0,1,1,0,0,0,0.937333333,0,1,0,0,0,0,1,0,0,0,0,0.002202643,-0.261969537,0,0.028571429,0.076923077,0,重庆市
290,dd43f702747d83a73933,0,0,1,0,1,0,1,0,184,65,1,0,1,1,0,0,0,0.902666667,0,0,0,0,1,1,0,1,0,0,0,0.032179721,-0.066271511,0,0.028571429,0.102564103,0,湖北省
291,f01943e997c81974c55c,1,0,0,0,1,0,1,0,178,63,1,1,1,1,0,0,1,0.905333333,0,0,0,0,1,5,0,1,0,0,0,0.015180266,-0.215660639,0,0,0.025641026,0,河北省
292,a4708466bb888bea4658,0,0,1,0,1,0,1,0,176,67,1,1,1,1,0,0,1,0.897333333,1,0,0,0,0,4,0,1,0,0,0,0.125714286,-0.10685371,0,0,0.128205128,0,湖北省
293,990bc71f39c4eda9c842,1,0,0,1,0,0,1,0,169,52,1,1,1,0,1,0,1,0.906666667,0,0,1,0,0,2,0,1,0,0,0,0.008333333,-0.151411269,0,0.171428571,0.179487179,0,云南省
294,56c8361d710003ea5f31,0,0,1,1,1,0,1,0,165,55,1,1,1,0,1,0,1,0.832,0,0,0,1,0,3,0,1,0,0,0,0.030991736,-0.254699226,0,0.2,0.179487179,0,湖北省
295,0def1b62b9b182f57657,1,0,0,1,1,0,1,0,170,68,1,1,1,0,1,0,1,0.849333333,0,0,1,0,0,0,1,0,0,0,0,0.00058651,-0.255222984,0,0.085714286,0,0,宁夏回族自治区
296,9e12b7989962db711a17,0,1,0,0,1,1,0,0,176,67,1,1,1,1,0,0,1,0.912,1,0,0,0,0,0,1,0,0,0,0,0.001492537,-0.261926549,0,0.085714286,0,0,北京市
297,e965445fec77a1d27e09,1,0,0,0,1,0,1,0,183,80,1,1,1,1,0,0,1,0.913333333,0,0,0,0,1,4,0,1,0,0,0,0.002352941,-0.262184995,0,0,0.256410256,0,黑龙江省
298,7da8bf3ae1956466304a,0,0,1,1,1,0,1,0,163,52,1,1,1,1,0,0,0,0.905333333,1,0,0,0,0,3,0,1,0,0,0,0.041333333,-0.221919113,0,0.085714286,0.102564103,0.137931034,湖南省
299,3572437d2d07d19a93ea,1,0,0,1,1,0,1,0,164,54,0,1,1,0,1,0,1,0.862666667,0,1,0,0,0,3,0,0,0,1,0,0.001136364,-0.260145243,0,0.142857143,0.076923077,0,河南省
300,24322820eacbbf98b168,0,1,0,0,1,0,1,0,174,60,1,1,1,1,0,0,0,0.913333333,0,0,0,0,1,1,0,1,0,0,0,0.002902758,-0.262125888,0,0.314285714,0.666666667,0,广东省
301,5799f5bdf72ef887cfce,1,0,0,0,1,0,1,0,176,65,0,1,1,1,0,0,1,0.892,0,0,0,0,1,4,0,1,0,0,0,0.357142857,1.43184822,0,0,0.051282051,0,江西省
302,00ac947481ed48b8a995,0,1,0,0,1,0,1,0,178,69,0,1,1,1,0,0,1,0.854320123,1,0,0,0,0,5,0,1,0,0,0,0.003696858,-0.261814805,0.333333333,0,0.051282051,0.137931034,浙江省
303,214fe9703a8173978c54,0,1,0,1,1,0,1,0,164,54,1,1,1,0,1,0,0,0.765151515,0,1,0,0,0,3,0,1,0,0,0,0.033251232,-0.255344166,0,0.142857143,0.076923077,0,上海市
304,0534f62633cbac0203e9,0,1,0,1,1,0,1,0,160,50,1,1,1,1,0,0,0,0.924,1,0,0,0,0,2,0,1,0,0,0,0.033333333,-0.253131357,0,0.228571429,0.128205128,0,北京市
305,dec9951029aa7375bc4a,0,1,0,1,1,0,1,0,168,55,1,1,1,1,0,0,1,0.902666667,0,0,0,1,0,1,0,1,0,0,0,0.001470588,-0.262180496,0,0.114285714,0.051282051,0,北京市
306,d32c087d2e558852bccb,1,0,0,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.904,0,0,0,0,1,0,1,0,0,0,0,0.002352941,-0.262221659,0,0,0.025641026,0,河南省
307,27ead5e3639ef67906d5,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,1,0.894666667,1,0,0,0,0,1,0,1,0,0,0,0.001970832,-0.261996725,0,0.171428571,0.128205128,0,北京市
308,eaece3e617d5fc3a149c,1,0,0,1,0,0,1,0,171,50,1,1,1,1,0,0,0,0.898666667,1,0,0,0,0,1,0,1,0,0,0,0.04172851,1.18E-15,0,0.057142857,0.102564103,0,辽宁省
309,4cf94c5ef2dfb234b603,0,1,0,1,1,0,1,0,162,53,1,1,1,0,1,0,1,0.897333333,0,0,0,1,0,0,1,0,0,0,0,0.07615894,0.456536453,0,0.342857143,0.205128205,0,北京市
310,d4f7cf5df427a2b4ca46,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,1,0.6,0,0,0,0,1,2,0,1,0,0,0,0.050505051,-0.222851848,0,0.057142857,0.58974359,0.103448276,江苏省
311,de0be9bcc3a0f4208e5b,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,1,0.880243457,1,0,0,0,0,5,0,1,0,0,0,0.004587156,-0.051994093,0,0.028571429,0,0,浙江省
312,fe81af6db0c073e6a614,1,0,0,0,0,0,1,0,174,60,1,1,1,1,0,0,1,0.909333333,0,0,0,0,1,0,1,0,0,0,0,0.019230769,-0.022286866,0,0.057142857,0.051282051,0,新疆维吾尔自治区
313,819fdf90d3263634feef,1,0,0,0,1,0,1,0,176,67,0,1,1,1,0,0,0,0.869333333,1,0,0,0,0,4,0,1,0,0,0,0.007272727,-0.261437253,0,0.142857143,0.153846154,0,河南省
314,c2a9e3594dac80ab8d23,0,1,0,0,0,0,0,1,177,75,1,1,1,1,0,0,1,0.910666667,0,1,0,0,0,1,0,1,0,0,0,0.054211036,-0.16823888,0,0.142857143,0.128205128,0,北京市
315,79e8d43441fbf4dfa4ee,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.924,0,1,0,0,0,0,1,0,0,0,0,0.011235955,-0.232523787,0,0.571428571,0.41025641,0,福建省
316,116b85e78f159318d5c8,0,1,0,0,1,0,1,0,173,74,0,0,1,1,0,0,0,0.905333333,0,0,0,0,1,1,0,0,0,1,0,0.010714286,-0.249295307,0,0.028571429,0.179487179,0.137931034,福建省
317,b84a04f2b4641b5d5186,0,1,0,0,1,1,0,0,180,62,1,1,1,1,0,0,0,0.911110864,0,0,0,0,1,5,0,1,0,0,0,0.006802721,-0.072123608,0,0,0.128205128,0,浙江省
318,4cbad46db7a5ac6c0d6a,0,0,1,0,0,0,1,0,170,53,0,1,1,0,1,0,0,0.805333333,0,0,0,1,0,0,0,0,1,0,0,0.04172851,1.18E-15,0,0.028571429,0.025641026,0,湖北省
319,54dfa54530da9ed5dcaf,0,1,0,0,1,0,1,0,178,66,1,1,1,1,0,0,0,0.924,0,0,0,0,1,4,0,1,0,0,0,0.002347418,-0.262169772,0,0.028571429,0.102564103,0.137931034,重庆市
320,365dd7700b146889fd5c,0,1,0,1,1,0,1,0,160,46,1,1,1,0,1,0,1,0.844,0,0,1,0,0,0,1,0,0,0,0,0.003407155,-0.257248491,0,0,0,0,广东省
321,8cf127b1d5872ae68ebf,1,0,0,1,0,0,1,0,160,55,1,1,1,1,0,0,1,0.905333333,0,0,0,1,0,0,1,0,0,0,0,0.00104639,-0.262233821,0,0,0,0,新疆维吾尔自治区
322,2654c1e71ef965a9e6bf,0,1,0,0,1,0,1,0,174,70,1,1,1,1,0,0,1,0.904937901,0,0,0,0,0,5,0,1,0,0,0,0.021929825,-0.262245872,0,0.142857143,0.230769231,0.206896552,浙江省
323,3e68ec5db47319caec20,0,1,0,1,1,0,1,0,163,50,1,1,1,1,0,0,1,0.912345309,0,1,0,0,0,4,0,1,0,0,0,0.049230769,-0.226365359,0,0.057142857,0.230769231,0.034482759,浙江省
324,7fddbfed1f9611218ca0,0,1,0,0,1,0,1,0,176,65,1,1,1,1,0,0,0,0.602083333,1,0,0,0,0,2,0,1,0,0,0,0.055,-0.22450348,0,0,0.051282051,0,江苏省
325,39b682082c037ebf0f3c,0,1,0,0,1,0,1,0,165,57,1,1,1,0,1,0,0,0.862666667,0,0,1,0,0,0,1,0,0,0,0,0.001744186,-0.150422939,0,0.142857143,0.128205128,0,福建省
326,06dc77fa497029d79167,0,0,1,1,1,0,1,0,167,62,1,1,1,0,1,0,0,0.892,0,0,0,1,0,0,1,0,0,0,0,0.071698113,-0.196569725,0,0.114285714,0.128205128,0,山东省
327,7a17ea085bfd13fd8fdf,0,1,0,1,1,0,1,0,164,54,0,1,1,0,1,0,1,0.833333333,0,0,1,0,0,1,0,1,0,0,0,0.008333333,-0.261749047,0,0,0,0,福建省
328,da2504e2b91fb12bd273,1,0,0,1,1,0,1,0,165,50,1,1,1,1,0,0,1,0.910666667,0,0,1,0,0,0,1,0,0,0,0,0.001666667,-0.261600053,0,0.285714286,0.205128205,0.034482759,河南省
329,883472baf3281e524be4,0,1,0,0,1,0,1,0,174,66,1,1,1,1,0,0,0,0.86,1,0,0,0,0,5,0,1,0,0,0,0.005,-0.259693165,0,0.171428571,0.076923077,0.206896552,四川省
330,f408cdaaab80e32c2ea7,0,1,0,1,1,0,1,0,164,54,1,1,1,1,0,0,1,0.916,0,0,1,0,0,5,0,1,0,0,0,0.004291845,-0.233220768,0,0.085714286,0.153846154,0,北京市
331,f6fde30e8584eb831f9d,1,0,0,1,0,0,1,0,170,51,1,1,1,1,0,0,1,0.94,0,1,0,0,0,1,0,1,0,0,0,0.007017544,-0.262022726,0,0.085714286,0.179487179,0,吉林省
332,76e99a9f853a598af4c2,1,0,0,0,1,0,1,0,174,58,1,1,1,1,0,0,1,0.856,1,0,0,0,0,5,0,1,0,0,0,0.002380952,-0.262237552,0,0,0.256410256,0.793103448,吉林省
333,b3dc53cb21bbe29941b5,1,0,0,0,1,0,1,0,182,65,1,1,1,1,0,0,0,0.749333333,1,0,0,0,0,5,0,1,0,0,0,0.021934197,-0.253964974,0,0,0.102564103,0.206896552,吉林省
334,7a27872dfeb1e04e3b16,0,0,1,0,1,0,1,0,166,51,1,1,1,1,0,0,0,0.896,0,0,0,0,1,2,0,1,0,0,0,0.035714286,-0.251015053,0,0.028571429,0.230769231,0.103448276,湖北省
335,f898009d37d4bedc8fa0,0,0,1,0,1,0,1,0,182,73,1,1,1,0,1,0,0,0.896,0,0,0,0,0,2,0,1,0,0,0,0.006302521,-0.257029639,0,0.085714286,0.128205128,0,山东省
336,ceb8293684d72956352a,1,0,0,0,1,0,1,0,174,55,0,1,1,1,0,0,1,0.868,0,0,0,1,0,3,0,0,0,1,0,0.02,0.08591186,0,0.028571429,0.102564103,0,江西省
337,f5b512de624689005f63,0,1,0,0,1,0,1,0,170,60,1,1,1,1,0,0,1,0.807406296,0,0,0,0,1,5,0,1,0,0,0,0.007142857,-0.261772863,0,0,0.128205128,0.103448276,浙江省
338,586b2dce9eb414a2c798,0,0,1,0,1,0,1,0,183,75,0,1,1,0,1,0,1,0.86,0,0,0,1,0,0,0,0,1,0,0,0.009715994,-0.259186073,0,0.171428571,0.153846154,0,陕西省
339,5eed49f8da5d8c7f3156,0,1,0,0,1,0,1,0,176,70,1,1,1,1,0,0,0,0.9,1,0,0,0,0,5,0,1,0,0,0,0.002380952,-0.258920739,0,0.028571429,0.153846154,0.24137931,北京市
340,5553c803807302ee9c54,0,1,0,0,1,1,0,0,171,50,1,1,1,0,1,0,0,0.882666667,0,0,1,0,0,2,0,1,0,0,0,0.013,-0.261293078,0,0.028571429,0.051282051,0,北京市
341,c182cfa14e7ef9cc0cf9,1,0,0,0,1,0,1,0,180,81,1,1,1,1,0,0,1,0.878666667,0,0,0,0,1,1,0,1,0,0,0,0.000833333,-0.258435898,0,0.028571429,0.333333333,0.034482759,江西省
342,670a1d71403643a36a27,0,1,0,0,1,0,1,0,172,65,1,1,1,1,0,0,0,0.783333333,0,0,0,0,1,2,0,1,0,0,0,0.047916667,0.152204753,0,0,0.076923077,0,上海市
343,853c21d29aef590fb60e,0,0,1,0,1,0,1,0,167,52,0,1,1,1,0,0,0,0.870666667,1,0,0,0,0,2,0,1,0,0,0,0.008484848,-0.261740641,0,0.028571429,0.102564103,0.068965517,湖北省
344,fb5c136df18019dedade,0,0,1,0,1,0,1,0,176,67,1,1,1,1,0,0,1,0.904,0,0,0,0,0,5,0,1,0,0,0,0.006756757,-0.240038412,0,0,0.256410256,0.413793103,湖南省
345,4c4eab2257c86529334f,1,0,0,1,1,0,1,0,164,54,1,1,1,0,1,0,1,0.872,0,0,0,0,0,0,1,0,0,0,0,0.00476758,-0.261543288,0,0.085714286,0.256410256,0,吉林省
346,f58cc97c3c28bbfc5e3d,1,0,0,0,1,0,1,0,188,70,1,1,1,1,0,0,1,0.908,0,1,0,0,0,0,1,0,0,0,0,0.051851852,0.333625082,0,0.028571429,0.051282051,0.068965517,甘肃省
347,71b640d27e235529dd7b,0,1,0,1,1,0,1,0,158,50,1,1,1,0,1,0,0,0.851850988,0,0,1,0,0,3,0,1,0,0,0,0.121428571,0.156328572,0,0.171428571,0.025641026,0,浙江省
348,a3c736f2c9e29ac0c17f,0,1,0,1,1,0,1,0,156,90,1,1,1,0,1,0,1,0.854666667,0,1,0,0,0,3,0,1,0,0,0,0.008333333,-0.260633638,0,0.428571429,0.256410256,0,重庆市
349,a4f07d6c51b056bd03b4,0,0,1,0,1,0,1,0,178,85,1,1,1,1,0,0,0,0.829333333,1,0,0,0,0,5,0,1,0,0,0,0.002541296,-0.262141357,0,0.028571429,0.076923077,0,湖北省
350,6808f9483c81c635ec89,1,0,0,1,1,0,1,0,168,51,1,1,1,0,1,0,0,0.881333333,0,0,1,0,0,0,1,0,0,0,0,0.0025,-0.260856341,0,0.028571429,0.051282051,0,河北省
351,84ec1c5a73d989c41058,0,0,1,1,1,0,1,0,166,48,1,1,1,1,0,0,0,0.88,0,0,0,0,1,4,0,1,0,0,0,0.025,-0.255574224,0,0.057142857,0.256410256,0,湖北省
352,9b80972a953accde6037,0,1,0,1,1,0,1,0,165,61,1,1,1,1,0,0,1,0.906666667,0,1,0,0,0,3,0,1,0,0,0,0.058201058,0.467093208,0,0.285714286,0.205128205,0,福建省
353,b090556b871d559f2c71,1,0,0,1,1,0,1,0,162,50,1,0,1,1,0,0,1,0.938666667,0,1,0,0,0,0,1,0,0,0,0,0.096092925,2.154525917,0,0.028571429,0.025641026,0,云南省
354,5c6822efea850f8b35eb,0,1,0,1,1,0,1,0,164,55,1,1,1,0,1,0,1,0.862666667,0,0,1,0,0,0,1,0,0,0,0,0.04172851,1.18E-15,0,0.142857143,0.128205128,0,重庆市
355,cb659d393592da8a44cf,0,0,1,1,1,0,1,0,166,54,0,1,1,0,1,0,0,0.884,0,0,0,1,0,0,1,0,0,0,0,0.005291005,-0.257160207,0,0,0.102564103,0,山东省
356,c674234997de41661780,0,0,1,0,1,0,1,0,180,60,1,1,1,1,0,0,0,0.94,0,0,0,0,1,0,1,0,0,0,0,0.00074239,-0.262232682,0,0.085714286,0.205128205,0,山东省
357,f7b108ce9453de58aece,1,0,0,1,1,0,1,0,167,55,0,1,1,0,1,0,1,0.796,0,0,1,0,0,2,0,1,0,0,0,0.136363636,8.761903436,0,0,0.102564103,0,甘肃省
358,bea2315b5f8a09c2e5f3,0,0,1,0,1,0,1,0,177,66,1,1,1,1,0,0,0,0.902666667,1,0,0,0,0,1,0,1,0,0,0,0.00516129,-0.261885214,0,0,0.307692308,0.275862069,湖北省
359,09d5f083377c94d891d9,0,1,0,0,1,0,1,0,180,70,1,1,1,1,0,0,1,0.886418148,1,0,0,0,0,5,0,1,0,0,0,0.01534296,-0.247016403,0,0,0,0,浙江省
360,43b7324d4e638fdf8ace,1,0,0,0,1,0,1,0,176,67,1,1,1,1,0,0,1,0.893333333,1,0,0,0,0,1,0,1,0,0,0,0.002574003,-0.262008843,0,0.228571429,0.102564103,0.379310345,山西省
361,1382fb5159732f679427,1,0,0,0,1,0,1,0,175,60,0,1,1,0,1,0,1,0.837333333,0,0,0,1,0,0,0,0,1,0,0,0.04172851,-0.16503888,0,0.057142857,0.076923077,0,河南省
362,af43cbd46c7540b52923,0,0,1,0,1,1,0,0,184,64,1,1,1,1,0,0,0,0.924,0,0,0,0,1,1,0,1,0,0,0,0.002645503,-0.261196381,0,0,0.076923077,0,湖南省
363,406ecf6de9d300aff061,0,1,0,0,1,0,1,0,185,65,1,1,1,1,0,0,0,0.90370284,0,0,0,0,1,5,0,1,0,0,0,0.0002,-0.262234862,0,0.028571429,0.333333333,0,浙江省
364,074bdad509fd37fb2e8f,0,1,0,0,1,0,1,0,186,103,0,1,1,1,0,0,1,0.809090909,1,0,0,0,0,3,0,1,0,0,0,0.007246377,-0.22181238,0,0,0.025641026,0.034482759,上海市
365,1543c4afd5349c82c84c,0,1,0,0,1,0,1,0,175,72,1,1,1,1,0,0,0,0.914666667,0,0,0,0,1,2,0,1,0,0,0,0.001333333,-0.262215054,0,0.085714286,0.205128205,0,重庆市
366,759cb820e4dfc0cfc5ff,1,0,0,0,1,0,1,0,171,61,0,1,1,1,0,0,1,0.885333333,1,0,0,0,0,3,0,0,0,1,0,0.001702611,-0.262236365,0,0.057142857,0.230769231,0,贵州省
367,47517c99b979bf50dc5c,0,1,0,1,1,0,1,0,162,50,1,1,1,0,1,0,0,0.875308272,0,0,1,0,0,3,0,1,0,0,0,0.01443299,-0.195856647,0,0.028571429,0.025641026,0,浙江省
