,全国卷,自主命题,半自主命题,性别,民族,政治面貌.群众,政治面貌.团员,政治面貌.预备党员,身高,体重,城镇考生,应届考生,外语语种,学科类型.理工,学科类型.文史,学科类型.文理综合,年份,成绩（分数/总分）,学部.理学部,学部.经济与管理学部,学部.人文学部,学部.社会科学学部,学部.信息与工程科学部,优惠加分,大类.普通,大类.自招,大类.定向招生,大类.筑梦,大类.特长生,高三排名,成绩方差,专利数,社会活动,获奖数,竞赛成绩,综合GPA
1627,0,0,1,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.845333333,0,0,0,0,1,5,0,1,0,0,0,0.088835534,-0.208993684,0.0,0.0,0.025641026,0.068965517,3.24244
1628,0,1,0,1,1,0,1,0,164,54,1,1,1,1,0,0,1,0.809090909,1,0,0,0,0,5,0,1,0,0,0,0.04172851,1.18e-15,0.0,0.114285714,0.512820513,0.103448276,3.66231
1629,0,0,1,0,1,0,1,0,175,60,1,1,1,1,0,0,1,0.893333333,1,0,0,0,0,5,0,1,0,0,0,0.033603708,-0.236025783,0.0,0.028571429,0.102564103,0.0,3.75771
1630,1,0,0,1,1,0,1,0,161,52,0,1,1,1,0,0,0,0.892,0,0,0,0,1,3,0,1,0,0,0,0.000477897,-0.26222692,0.0,0.0,0.0,0.0,2.75081
1631,0,1,0,0,1,0,1,0,178,66,1,1,1,1,0,0,0,0.926666667,0,0,0,0,0,0,1,0,0,0,0,0.437142857,2.782772043,0.0,0.057142857,0.128205128,0.0,3.71346
1632,0,1,0,1,1,0,1,0,164,55,1,1,1,1,0,0,0,0.912,0,1,0,0,0,1,0,1,0,0,0,0.003690037,-0.262023287,0.0,0.171428571,0.128205128,0.0,3.73867
1633,1,0,0,1,1,0,1,0,172,65,0,1,1,0,1,0,0,0.798666667,0,0,1,0,0,1,0,0,0,1,0,0.004878049,-0.261798914,0.0,0.0,0.0,0.0,3.62895
1634,0,1,0,1,1,0,1,0,164,50,1,1,1,0,1,0,1,0.854666667,0,0,1,0,0,1,0,1,0,0,0,0.006944444,-0.261740063,0.0,0.114285714,0.179487179,0.0,3.27566
1635,0,1,0,0,1,0,1,0,178,79,1,1,1,1,0,0,1,0.92,1,0,0,0,0,5,0,1,0,0,0,0.029801325,-0.250372602,0.0,0.057142857,0.205128205,0.206896552,3.86795
1636,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,1,0.928,0,0,0,0,1,0,1,0,0,0,0,0.009375,-0.253271843,0.0,0.028571429,0.128205128,0.034482759,3.31596
1637,1,0,0,0,1,0,1,0,176,67,1,1,1,0,1,0,0,0.850666667,0,1,0,0,0,0,1,0,0,0,0,0.001960784,-0.26027757,0.0,0.0,0.025641026,0.0,3.32033
1638,1,0,0,1,1,0,1,0,177,56,1,1,1,0,1,0,1,0.876,0,1,0,0,0,2,0,1,0,0,0,0.021621622,-0.257036214,0.0,0.028571429,0.076923077,0.0,3.89908
1639,1,0,0,0,1,0,1,0,178,66,1,1,1,1,0,0,0,0.866666667,0,0,0,1,0,1,0,1,0,0,0,0.008928571,-0.260583677,0.0,0.0,0.076923077,0.0,3.31073
1640,0,1,0,0,1,0,1,0,180,55,1,1,1,1,0,0,1,0.807575758,0,0,0,0,1,1,0,1,0,0,0,0.125,-0.069099061,0.0,0.114285714,0.128205128,0.0,3.61263
1641,1,0,0,1,1,0,0,1,163,57,1,1,1,1,0,0,0,0.864,1,0,0,0,0,2,0,1,0,0,0,0.004166667,-0.261411945,0.0,0.057142857,0.076923077,0.034482759,3.77481
1642,0,0,1,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.88,0,0,0,0,1,2,0,1,0,0,0,0.019148936,-0.165701192,0.0,0.028571429,0.025641026,0.0,3.63924
1643,0,1,0,1,1,0,1,0,163,55,0,1,1,0,1,0,1,0.616666667,0,1,0,0,0,3,0,0,0,1,0,0.001428571,-0.25737839,0.0,0.028571429,0.102564103,0.0,3.37618
1644,0,1,0,1,1,0,1,0,169,57,1,1,1,0,1,0,0,0.896,0,0,0,0,0,0,1,0,0,0,0,0.012048193,-0.245982508,0.0,0.085714286,0.076923077,0.0,3.30311
1645,0,1,0,0,1,0,1,0,171,55,1,1,1,1,0,0,1,0.869134444,1,0,0,0,0,0,1,0,0,0,0,0.086148649,-0.164800155,0.0,0.0,0.230769231,0.793103448,3.75869
1646,0,1,0,0,1,1,0,0,171,68,1,1,1,1,0,0,1,0.908,0,0,0,0,0,1,0,1,0,0,0,0.379790941,-0.262245872,0.0,0.085714286,0.076923077,0.0,3.73545
1647,0,1,0,0,1,0,1,0,178,66,1,1,1,1,0,0,1,0.905333333,1,0,0,0,0,4,0,1,0,0,0,0.076,1.18e-15,0.0,0.085714286,0.102564103,0.034482759,3.7342
1648,0,0,1,0,1,0,1,0,172,80,1,1,1,1,0,0,1,0.857333333,1,0,0,0,0,5,0,1,0,0,0,0.024107143,-0.252024012,0.0,0.057142857,0.051282051,0.137931034,3.55454
1649,1,0,0,0,1,0,1,0,176,67,0,1,1,1,0,0,1,0.889333333,0,0,0,0,1,0,0,0,1,0,0,0.000666667,-0.262240549,0.0,0.057142857,0.205128205,0.0,3.17114
1650,0,0,1,0,1,0,1,0,182,70,0,1,1,1,0,0,1,0.88,1,0,0,0,0,5,0,1,0,0,0,0.011012061,-0.260417585,0.0,0.057142857,0.051282051,0.172413793,2.98975
1651,1,0,0,0,1,0,1,0,174,63,1,1,1,1,0,0,0,0.916,0,1,0,0,0,0,1,0,0,0,0,0.047449585,-0.232615537,0.0,0.485714286,0.461538462,0.275862069,3.56938
1652,1,0,0,1,1,0,1,0,173,54,1,1,1,0,1,0,1,0.854666667,0,0,0,1,0,0,1,0,0,0,0,0.034,-0.205878005,0.0,0.057142857,0.102564103,0.068965517,3.37607
1653,0,1,0,0,1,0,1,0,181,80,1,1,1,0,1,0,1,0.884,0,0,1,0,0,2,0,1,0,0,0,0.176923077,-0.262245872,0.0,0.085714286,0.153846154,0.0,3.48576
1654,1,0,0,1,1,0,1,0,165,50,0,1,1,0,1,0,0,0.832,0,1,0,0,0,0,1,0,0,0,0,0.006666667,0.974349772,0.0,0.028571429,0.025641026,0.0,3.20674
1655,1,0,0,1,1,0,1,0,160,54,0,1,1,1,0,0,1,0.9,0,0,0,1,0,1,0,0,0,1,0,0.001043841,-0.262127132,0.333333333,0.171428571,0.153846154,0.0,3.1843
1656,0,1,0,0,1,0,1,0,169,61,0,1,1,1,0,0,0,0.893333333,0,0,0,0,1,2,0,1,0,0,0,0.00755287,-0.260732162,0.0,0.085714286,0.179487179,0.137931034,3.39586
1657,0,1,0,0,1,0,1,0,177,60,1,1,1,1,0,0,1,0.81969697,0,0,0,0,0,2,0,1,0,0,0,0.04172851,1.18e-15,0.0,0.114285714,0.256410256,0.0,3.7804
1658,1,0,0,0,1,0,1,0,175,60,0,0,1,1,0,0,0,0.884,0,0,0,0,1,0,0,0,1,0,0,3.9e-05,-0.262237382,0.0,0.0,0.025641026,0.0,3.29056
1659,1,0,0,0,1,0,1,0,178,71,1,0,1,1,0,0,0,0.914666667,0,1,0,0,0,1,0,1,0,0,0,0.000645161,-0.261630153,0.0,0.057142857,0.076923077,0.0,3.64303
1660,0,1,0,0,1,0,1,0,175,68,1,1,1,1,0,0,1,0.874666667,0,0,0,0,1,3,0,1,0,0,0,0.002642008,-0.262106379,0.0,0.057142857,0.205128205,0.034482759,3.68919
1661,0,1,0,0,1,0,1,0,178,80,0,1,1,1,0,0,0,0.898763827,0,0,0,0,1,5,0,1,0,0,0,0.006688963,-0.260883754,0.0,0.028571429,0.205128205,0.0,3.68073
1662,1,0,0,0,1,0,1,0,175,60,1,1,1,1,0,0,1,0.914666667,0,0,0,0,1,5,0,1,0,0,0,0.028172043,0.158365533,0.0,0.0,0.025641026,0.103448276,3.63947
1663,0,1,0,0,1,0,1,0,183,65,1,1,1,1,0,0,1,0.905333333,1,0,0,0,0,5,0,1,0,0,0,0.050802139,0.000918828,0.0,0.028571429,0.128205128,0.275862069,3.74302
1664,1,0,0,0,0,0,1,0,168,60,1,1,1,1,0,0,1,0.929333333,0,1,0,0,0,0,1,0,0,0,0,0.017692308,-0.262245872,0.0,0.028571429,0.0,0.0,3.00478
1665,1,0,0,1,1,0,1,0,164,54,1,1,1,1,0,0,0,0.894666667,0,0,0,0,1,4,0,1,0,0,0,0.000477897,-0.262206496,0.0,0.057142857,0.179487179,0.0,3.10747
1666,1,0,0,0,1,0,1,0,180,65,0,1,1,0,1,0,1,0.830666667,0,0,0,1,0,2,0,0,0,1,0,0.001033058,-0.252095592,0.0,0.028571429,0.051282051,0.0,3.26407
1667,1,0,0,1,1,0,1,0,154,48,0,1,1,1,0,0,1,0.904,0,0,0,0,0,0,0,0,1,0,0,0.001818182,-0.258340941,0.0,0.028571429,0.076923077,0.0,3.20912
1668,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.909333333,0,0,0,0,1,5,0,1,0,0,0,0.057313944,-0.228269832,0.0,0.0,0.0,0.0,3.61571
1669,0,1,0,0,1,0,1,0,168,56,1,1,1,0,1,0,1,0.861727778,0,0,0,1,0,0,1,0,0,0,0,0.011673152,-0.261109743,0.0,0.2,0.102564103,0.0,3.78924
1670,0,1,0,1,1,0,1,0,160,42,1,1,1,0,1,0,1,0.901333333,0,0,1,0,0,0,1,0,0,0,0,0.04172851,1.18e-15,0.0,0.342857143,0.102564103,0.0,3.41653
1671,0,1,0,0,1,1,0,0,176,56,1,1,1,1,0,0,0,0.910666667,0,0,0,0,1,1,0,1,0,0,0,0.130357143,-0.262245872,0.0,0.085714286,0.102564103,0.034482759,3.46262
1672,0,1,0,1,1,0,1,0,158,56,1,1,1,0,1,0,0,0.902666667,0,1,0,0,0,0,1,0,0,0,0,0.042857143,-0.217309424,0.0,0.057142857,0.051282051,0.0,3.52991
1673,1,0,0,0,0,0,1,0,171,56,1,1,1,1,0,0,0,0.864,0,0,1,0,0,3,0,1,0,0,0,0.004878049,-0.261419966,0.0,0.0,0.0,0.0,3.45959
1674,0,0,1,0,0,0,1,0,172,52,0,1,1,1,0,0,1,0.893333333,1,0,0,0,0,0,0,0,1,0,0,0.00209205,-0.26200287,0.0,0.0,0.102564103,0.034482759,2.87072
1675,0,0,1,0,1,0,1,0,173,60,0,1,1,1,0,0,0,0.877333333,1,0,0,0,0,5,0,1,0,0,0,0.051306873,-0.249509887,0.0,0.0,0.051282051,0.0,3.21035
1676,0,1,0,1,1,0,1,0,162,60,1,1,1,0,1,0,0,0.824,0,0,1,0,0,2,0,1,0,0,0,0.204545455,0.677318861,0.0,0.057142857,0.076923077,0.0,3.65636
1677,0,1,0,0,1,0,1,0,175,91,1,1,1,1,0,0,1,0.894666667,0,0,0,0,1,4,0,1,0,0,0,0.012154696,-0.262038548,0.0,0.0,0.025641026,0.103448276,3.3954
1678,1,0,0,1,1,0,1,0,162,51,1,1,1,0,1,0,1,0.809333333,0,0,1,0,0,0,1,0,0,0,0,0.002237136,-0.196182912,0.0,0.0,0.051282051,0.0,3.71843
1679,0,1,0,1,1,1,0,0,166,51,1,1,1,0,1,0,1,0.898666667,0,0,1,0,0,1,0,1,0,0,0,0.133333333,0.157451742,0.0,0.057142857,0.179487179,0.0,3.49244
1680,0,1,0,0,1,0,1,0,170,63,1,1,1,1,0,0,1,0.882714938,0,0,0,1,0,0,1,0,0,0,0,0.002469136,-0.260990091,0.0,0.028571429,0.230769231,0.0,3.60766
1681,1,0,0,1,1,0,1,0,160,52,1,1,1,0,1,0,1,0.852,0,1,0,0,0,1,0,1,0,0,0,0.002816901,-0.262183078,0.0,0.257142857,0.282051282,0.0,3.3825
1682,1,0,0,0,1,0,1,0,185,73,1,0,1,1,0,0,1,0.917333333,0,0,0,1,0,3,0,1,0,0,0,0.0005,-0.262228537,0.0,0.171428571,0.307692308,0.0,3.42225
1683,0,0,1,0,1,0,1,0,175,55,1,1,1,1,0,0,1,0.901333333,1,0,0,0,0,2,0,1,0,0,0,0.001994018,-0.185001981,0.0,0.057142857,0.230769231,0.034482759,3.64409
1684,0,1,0,0,1,1,0,0,176,67,1,1,1,1,0,0,0,0.917333333,0,0,0,0,0,2,0,1,0,0,0,0.119642857,-0.262245872,0.0,0.0,0.051282051,0.103448276,3.46492
1685,1,0,0,0,1,0,1,0,175,55,0,1,1,1,0,0,0,0.905333333,1,0,0,0,0,1,0,1,0,0,0,0.000595238,-0.2622307,0.0,0.057142857,0.076923077,0.0,3.2119
1686,0,0,1,0,0,0,1,0,185,58,1,1,1,0,1,0,0,0.8,0,0,1,0,0,0,0,0,1,0,0,0.020637899,-0.259872097,0.0,0.028571429,0.102564103,0.0,3.22863
1687,0,0,1,0,1,0,1,0,174,58,1,1,1,1,0,0,1,0.818666667,1,0,0,0,0,5,0,1,0,0,0,0.04172851,-0.250660953,0.0,0.142857143,0.076923077,0.137931034,3.24527
1688,0,0,1,1,1,1,0,0,162,50,1,1,1,0,1,0,0,0.801333333,0,0,1,0,0,4,0,1,0,0,0,0.0215311,-0.03037775,0.0,0.285714286,0.358974359,0.0,3.32816
1689,0,0,1,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.898666667,1,0,0,0,0,5,0,1,0,0,0,0.019438445,0.726826737,0.0,0.0,0.025641026,0.034482759,3.48426
1690,0,0,1,0,1,0,1,0,186,77,1,1,1,1,0,0,0,0.896,0,0,0,0,1,2,0,1,0,0,0,0.015951595,-0.256962095,0.0,0.142857143,0.384615385,0.0,3.03371
1691,1,0,0,0,1,0,1,0,176,57,1,1,1,1,0,0,0,0.864,1,0,0,0,0,4,0,1,0,0,0,0.025740026,-0.243261814,0.0,0.0,0.153846154,0.0,3.65606
1692,0,1,0,0,1,0,1,0,171,73,1,1,1,1,0,0,1,0.892,0,0,0,0,1,4,0,1,0,0,0,0.155052265,-0.262245872,1.0,0.114285714,0.153846154,0.0,3.04706
1693,0,1,0,1,1,0,1,0,164,54,1,1,1,0,1,0,0,0.884,0,0,0,1,0,0,1,0,0,0,0,0.001282051,-0.252036282,0.0,0.028571429,0.076923077,0.0,3.67303
1694,0,1,0,0,1,0,1,0,170,53,1,1,1,1,0,0,0,0.892592099,1,0,0,0,0,5,0,1,0,0,0,0.011111111,1.18e-15,0.0,0.057142857,0.153846154,0.0,3.75434
1695,0,1,0,1,1,0,1,0,170,53,1,1,1,1,0,0,0,0.597916667,0,0,0,0,1,1,0,1,0,0,0,0.001769912,-0.259825528,0.0,0.2,0.256410256,0.034482759,3.72405
1696,0,1,0,1,1,0,1,0,173,65,1,1,1,1,0,0,0,0.790909091,1,0,0,0,0,2,0,1,0,0,0,0.084337349,-0.230741648,0.0,0.314285714,0.307692308,0.0,3.76163
1697,0,1,0,0,0,0,1,0,178,60,1,1,1,1,0,0,1,0.917333333,1,0,0,0,0,0,1,0,0,0,0,0.008474576,-0.079647768,0.0,0.171428571,0.333333333,0.0,3.70997
1698,0,0,1,0,1,0,1,0,181,58,1,1,1,1,0,0,0,0.872,1,0,0,0,0,5,0,1,0,0,0,0.04172851,1.18e-15,0.0,0.085714286,0.230769231,0.034482759,3.21761
1699,1,0,0,0,0,0,1,0,183,60,1,1,1,1,0,0,1,0.913333333,0,0,0,0,1,5,0,1,0,0,0,0.181578947,-0.015197562,0.0,0.028571429,0.051282051,0.137931034,3.13438
1700,0,1,0,0,1,0,1,0,171,71,1,1,1,0,1,0,0,0.577083333,0,0,1,0,0,5,0,1,0,0,0,0.006666667,-0.262108294,0.0,0.085714286,0.205128205,0.0,3.31772
1701,1,0,0,0,1,0,1,0,175,65,1,1,1,1,0,0,0,0.889333333,1,0,0,0,0,4,0,1,0,0,0,0.043708609,-0.195082278,0.0,0.0,0.307692308,0.0,3.56139
1702,0,1,0,1,1,1,0,0,164,55,1,1,1,1,0,0,1,0.775757576,0,0,0,0,1,2,0,1,0,0,0,0.04172851,1.18e-15,0.0,0.057142857,0.051282051,0.0,3.53202
1703,0,1,0,1,1,0,1,0,164,54,1,1,1,1,0,0,0,0.928,0,0,0,0,0,1,0,1,0,0,0,0.137142857,-0.063215142,0.0,0.028571429,0.0,0.0,3.51882
1704,0,1,0,0,1,0,1,0,170,53,1,1,1,0,1,0,0,0.878666667,0,0,1,0,0,0,1,0,0,0,0,0.004385965,-0.260900879,0.0,0.028571429,0.076923077,0.0,3.51065
1705,0,1,0,1,1,1,0,0,158,45,1,1,1,0,1,0,0,0.899999877,0,0,0,1,0,0,1,0,0,0,0,0.005494505,4.256605504,0.0,0.114285714,0.076923077,0.0,3.51725
1706,1,0,0,0,1,0,1,0,180,75,1,1,1,1,0,0,0,0.892,1,0,0,0,0,1,0,1,0,0,0,0.000764818,-0.262107103,0.0,0.142857143,0.179487179,0.0,3.53656
1707,0,0,1,0,1,0,1,0,172,65,1,1,1,1,0,0,1,0.854666667,0,0,0,0,0,3,0,1,0,0,0,0.000997009,-0.244026526,0.0,0.257142857,0.435897436,0.0,3.67101
1708,0,1,0,0,1,0,1,0,164,61,0,1,1,1,0,0,0,0.886666667,1,0,0,0,0,2,0,0,0,1,0,0.005576208,-0.261246528,0.0,0.257142857,0.128205128,0.034482759,3.41163
1709,1,0,0,0,1,0,1,0,182,88,1,1,1,1,0,0,1,0.924,1,0,0,0,0,1,0,1,0,0,0,0.001798561,-0.262240506,0.0,0.0,0.076923077,0.0,2.35573
1710,0,0,1,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.929333333,0,1,0,0,0,2,0,1,0,0,0,0.007476636,-0.261944815,0.0,0.114285714,0.128205128,0.0,3.55218
1711,1,0,0,1,1,0,1,0,166,50,1,1,1,0,1,0,0,0.793333333,0,0,1,0,0,3,0,1,0,0,0,0.005,-0.234811729,0.0,0.057142857,0.076923077,0.0,3.39562
1712,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,1,0.832087037,0,0,0,0,1,5,0,1,0,0,0,0.180882353,-0.146495869,0.0,0.0,0.025641026,0.137931034,3.54036
1713,1,0,0,1,1,0,1,0,160,50,1,1,1,0,1,0,0,0.862666667,0,0,0,1,0,0,1,0,0,0,0,0.027272727,-0.253205996,0.0,0.028571429,0.0,0.0,3.48356
1714,0,1,0,0,1,0,1,0,175,65,1,1,1,1,0,0,0,0.625,1,0,0,0,0,4,0,1,0,0,0,0.005833333,-0.26152206,0.0,0.0,0.153846154,0.0,3.54361
1715,0,1,0,0,0,1,0,0,187,80,1,1,1,1,0,0,1,0.909333333,1,0,0,0,0,0,1,0,0,0,0,0.257703081,5.109214041,0.0,0.0,0.0,0.0,3.13407
1716,0,1,0,0,1,0,1,0,181,75,1,1,1,1,0,0,1,0.902666667,0,0,0,0,1,1,0,1,0,0,0,0.023333333,-0.262245872,0.0,0.114285714,0.205128205,0.034482759,3.79996
1717,0,1,0,0,1,0,1,0,178,68,1,1,1,1,0,0,1,0.928,0,0,0,0,1,1,0,1,0,0,0,0.004132231,-0.259217523,0.0,0.028571429,0.179487179,0.172413793,3.68332
1718,0,1,0,0,1,0,1,0,193,106,1,1,1,1,0,0,0,0.928394938,1,0,0,0,0,2,0,1,0,0,0,0.001497006,-0.2554796,0.0,0.114285714,0.358974359,0.24137931,3.54809
1719,0,1,0,0,1,0,1,0,183,72,1,1,1,1,0,0,0,0.849333333,1,0,0,0,0,5,0,1,0,0,0,0.04172851,2.815123071,0.0,0.0,0.025641026,0.068965517,2.98982
1720,0,1,0,0,1,0,1,0,176,67,1,1,1,0,1,0,1,0.837333333,0,0,1,0,0,0,1,0,0,0,0,0.002469136,-0.244427826,0.0,0.0,0.0,0.0,3.11098
1721,0,0,1,0,1,0,1,0,175,74,1,1,1,1,0,0,0,0.922666667,0,0,0,0,0,2,0,1,0,0,0,0.029157667,-0.248472524,0.0,0.257142857,0.512820513,0.0,3.56866
1722,1,0,0,0,1,0,1,0,186,82,1,1,1,1,0,0,1,0.9,0,0,0,0,1,1,0,1,0,0,0,0.002154012,-0.262192694,0.0,0.171428571,0.333333333,0.034482759,3.64679
1723,0,1,0,1,1,0,1,0,169,58,1,1,1,0,1,0,1,0.583333333,0,0,1,0,0,4,0,1,0,0,0,0.01,-0.260878195,0.0,0.057142857,0.153846154,0.034482759,3.66501
1724,0,1,0,0,1,0,1,0,172,75,0,1,1,1,0,0,0,0.917333333,0,0,0,0,1,1,0,1,0,0,0,0.001412429,-0.215816776,0.0,0.0,0.025641026,0.0,3.22663
1725,0,1,0,1,0,0,1,0,172,62,1,1,1,0,1,0,1,0.897333333,0,0,0,1,0,0,1,0,0,0,0,0.185714286,1.870487669,0.0,0.028571429,0.025641026,0.0,3.73372
1726,1,0,0,1,1,0,1,0,163,47,1,1,1,1,0,0,1,0.897333333,1,0,0,0,0,3,0,1,0,0,0,0.029026217,-0.251265776,0.0,0.028571429,0.102564103,0.0,3.4809
1727,1,0,0,0,1,0,1,0,180,74,0,1,1,1,0,0,1,0.916,1,0,0,0,0,0,1,0,0,0,0,0.000555556,-0.262243641,0.0,0.028571429,0.076923077,0.034482759,3.36433
1728,1,0,0,0,1,0,1,0,178,75,1,1,1,1,0,0,1,0.892,1,0,0,0,0,0,0,0,1,0,0,0.0025,-0.217278593,0.0,0.028571429,0.051282051,0.0,2.71627
1729,0,0,1,0,1,0,1,0,175,60,1,1,1,1,0,0,0,0.910666667,1,0,0,0,0,4,0,1,0,0,0,0.010416667,-0.260577635,0.0,0.057142857,0.153846154,0.0,3.6895
1730,0,0,1,0,1,0,1,0,183,90,1,1,1,1,0,0,1,0.894666667,1,0,0,0,0,5,0,1,0,0,0,0.000926784,-0.262240346,0.0,0.057142857,0.230769231,0.482758621,3.69403
1731,0,1,0,0,1,0,1,0,170,55,1,1,1,1,0,0,1,0.898666667,1,0,0,0,0,5,0,1,0,0,0,0.04172851,1.18e-15,0.0,0.0,0.128205128,0.0,3.76474
1732,0,1,0,0,1,0,1,0,173,70,1,1,1,1,0,0,0,0.834666667,0,0,0,0,1,5,0,1,0,0,0,0.04172851,1.18e-15,0.0,0.114285714,0.205128205,0.413793103,3.26966
1733,1,0,0,0,1,0,1,0,170,67,0,0,1,0,1,0,0,0.834666667,0,1,0,0,0,2,0,0,0,1,0,0.004424779,-0.261795884,0.0,0.114285714,0.153846154,0.0,3.43911
1734,0,0,1,0,1,0,1,0,183,68,1,1,1,1,0,0,1,0.893333333,1,0,0,0,0,2,0,1,0,0,0,0.004102564,-0.262018671,0.0,0.028571429,0.076923077,0.0,3.81317
1735,0,1,0,0,1,0,1,0,173,80,0,1,1,1,0,0,0,0.858666667,0,0,0,0,1,0,0,0,1,0,0,0.000477099,-0.262232524,0.0,0.2,0.256410256,0.103448276,3.55192
1736,0,0,1,1,1,0,1,0,160,42,0,1,1,1,0,0,1,0.821052632,0,0,0,0,1,0,0,0,1,0,0,0.005,-0.261483141,0.0,0.0,0.0,0.0,2.70529
1737,0,1,0,1,1,0,1,0,160,50,1,1,1,1,0,0,1,0.892,0,0,1,0,0,0,1,0,0,0,0,0.000475059,-0.254526671,0.0,0.085714286,0.153846154,0.0,3.68721
1738,0,1,0,1,1,0,1,0,166,48,1,1,1,0,1,0,1,0.906666667,0,0,1,0,0,0,1,0,0,0,0,0.081395349,-0.169547408,0.0,0.114285714,0.076923077,0.0,3.69852
1739,0,1,0,0,1,0,1,0,174,65,1,1,1,1,0,0,1,0.790909091,0,0,0,0,1,3,0,1,0,0,0,0.006410256,-0.248444417,0.0,0.171428571,0.051282051,0.0,3.4042
1740,0,0,1,1,0,0,1,0,152,49,1,1,1,0,1,0,1,0.832,0,0,0,1,0,0,1,0,0,0,0,0.006578947,-0.261771356,0.0,0.142857143,0.256410256,0.0,3.46242
1741,0,1,0,0,0,0,1,0,171,68,1,1,1,1,0,0,1,0.905333333,0,0,0,0,1,0,1,0,0,0,0,0.133333333,0.097752256,0.0,0.114285714,0.102564103,0.0,2.87304
1742,0,1,0,0,1,0,1,0,180,70,1,1,1,1,0,0,1,0.641666667,1,0,0,0,0,4,0,1,0,0,0,0.003141361,-0.23056409,0.0,0.114285714,0.641025641,0.137931034,3.68504
1743,0,1,0,1,1,0,1,0,164,54,1,1,1,0,1,0,0,0.852,0,0,0,1,0,0,1,0,0,0,0,0.000249408,-0.26224498,0.0,0.0,0.0,0.0,3.65086
1744,1,0,0,1,1,0,1,0,164,57,1,1,1,0,1,0,1,0.845333333,0,0,0,0,0,1,0,1,0,0,0,0.002083333,-0.262159886,0.0,0.0,0.153846154,0.0,3.40355
1745,0,1,0,1,1,0,1,0,164,55,1,1,1,0,1,0,1,0.82,0,0,1,0,0,4,0,1,0,0,0,0.01,-0.195997059,0.333333333,0.085714286,0.282051282,0.0,3.56224
1747,1,0,0,1,0,0,1,0,159,53,0,1,1,0,1,0,1,0.754666667,0,0,0,1,0,0,0,0,1,0,0,0.038461538,-0.252510401,0.0,0.0,0.0,0.0,2.67461
1748,0,0,1,1,1,0,1,0,167,60,0,1,1,1,0,0,1,0.909333333,0,0,0,1,0,2,0,0,0,1,0,0.002857143,-0.262098703,0.0,0.0,0.102564103,0.0,3.71381
1749,1,0,0,0,1,0,1,0,183,65,1,1,1,1,0,0,1,0.906666667,0,0,0,1,0,1,0,0,0,0,1,0.038,-0.235596871,0.0,0.142857143,0.333333333,0.172413793,3.66982
1750,1,0,0,0,0,0,1,0,176,67,1,1,1,1,0,0,1,0.945333333,1,0,0,0,0,0,1,0,0,0,0,0.058064516,-0.225377277,0.0,0.057142857,0.128205128,0.0,3.64371
1751,0,1,0,1,0,0,1,0,162,49,1,1,1,1,0,0,0,0.933333333,0,1,0,0,0,1,0,1,0,0,0,0.001265823,-0.262243293,0.0,0.142857143,0.384615385,0.0,3.76063
1752,1,0,0,0,1,0,1,0,176,67,1,1,1,1,0,0,1,0.922666667,1,0,0,0,0,2,0,1,0,0,0,0.04375,-0.227958921,0.0,0.057142857,0.179487179,0.137931034,3.49384
1753,0,0,1,0,1,0,1,0,180,60,1,1,1,1,0,0,1,0.914666667,0,0,0,0,1,5,0,1,0,0,0,0.001636661,-0.262113204,0.0,0.028571429,0.256410256,0.172413793,3.67878
1754,0,1,0,0,1,0,1,0,172,58,0,1,1,0,1,0,0,0.886666667,0,0,0,1,0,1,0,0,0,1,0,0.004545455,-0.26197299,0.0,0.028571429,0.0,0.0,3.48189
1755,1,0,0,0,1,0,1,0,174,58,1,1,1,1,0,0,0,0.913333333,1,0,0,0,0,2,0,1,0,0,0,0.009756098,-0.249960059,0.0,0.085714286,0.256410256,0.0,3.58416
1756,1,0,0,0,1,0,1,0,181,65,1,1,1,1,0,0,1,0.885333333,1,0,0,0,0,0,0,0,1,0,0,0.009324009,-0.259884243,0.0,0.114285714,0.282051282,0.0,3.46035
1757,0,0,1,0,1,0,1,0,173,67,1,1,1,1,0,0,0,0.892,0,0,0,0,1,5,0,1,0,0,0,0.066666667,-0.155179973,0.0,0.057142857,0.076923077,0.0,3.41726
1758,0,1,0,0,1,0,1,0,177,60,1,1,1,1,0,0,0,0.914666667,0,0,0,0,1,1,0,1,0,0,0,0.024050633,-0.247602071,0.0,0.085714286,0.205128205,0.0,3.5895
1759,1,0,0,1,0,0,1,0,154,48,0,1,1,0,1,0,0,0.864,0,1,0,0,0,0,1,0,0,0,0,0.023076923,-0.134780903,0.0,0.057142857,0.128205128,0.0,3.01351
1760,1,0,0,1,1,0,1,0,165,58,1,1,1,1,0,0,1,0.902666667,1,0,0,0,0,0,1,0,0,0,0,0.020872865,-0.256008175,0.0,0.085714286,0.179487179,0.034482759,3.60182
1761,0,1,0,1,1,0,1,0,164,54,1,1,1,1,0,0,0,0.896,1,0,0,0,0,5,0,1,0,0,0,0.028571429,-0.256250552,0.0,0.0,0.025641026,0.137931034,3.50608
