,生源省市,学生ID,全国卷,自主命题,半自主命题,性别,民族,政治面貌.群众,政治面貌.团员,政治面貌.预备党员,身高,体重,城镇考生,应届考生,外语语种,学科类型.理工,学科类型.文史,学科类型.文理综合,年份,成绩（分数/总分）,学部.理学部,学部.经济与管理学部,学部.人文学部,学部.社会科学学部,学部.信息与工程科学部,优惠加分,大类.普通,大类.自招,大类.定向招生,大类.筑梦,大类.特长生,高三排名,成绩方差,专利数,社会活动,获奖数,竞赛成绩,综合GPA
1470,江西省,fb8c78423c86c6b29941,1,0,0,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.913333333,1,0,0,0,0,0,1,0,0,0,0,0.019861831,-0.258214929,0,0.028571429,0.051282051,0,3.07779
1471,广东省,9bb62a6ffa941d5719c0,0,1,0,0,1,0,1,0,170,51,1,1,1,1,0,0,0,0.92,1,0,0,0,0,0,1,0,0,0,0,0.008860759,-0.229905988,0,0,0.102564103,0,3.34979
1472,贵州省,687f24e6f19a5ef61ef2,1,0,0,0,1,0,1,0,166,60,0,1,1,1,0,0,0,0.853333333,0,0,0,0,1,3,0,0,0,1,0,0.001892744,-0.262183256,0,0.142857143,0.230769231,0,2.88856
1473,河南省,9f8bd8cf7043ae9386cd,1,0,0,0,1,0,1,0,178,60,1,1,1,1,0,0,1,0.886666667,0,0,1,0,0,3,0,1,0,0,0,0.004396678,-0.249975078,0,0.028571429,0.282051282,0,3.49719
1474,山东省,bbbd4ad14762c9728578,0,0,1,1,1,0,1,0,172,63,1,1,1,1,0,0,0,0.918666667,1,0,0,0,0,3,0,1,0,0,0,0.001405152,-0.262224966,0,0.2,0.307692308,0,3.43858
1475,浙江省,942a77d44661aa082d9d,0,1,0,0,1,0,1,0,176,67,0,1,1,1,0,0,0,0.845655926,1,0,0,0,0,5,0,1,0,0,0,0.04172851,-0.135125369,0,0,0.025641026,0.137931034,2.36187
1476,山东省,875388518b33a1792652,0,0,1,1,1,0,1,0,160,51,1,1,1,0,1,0,1,0.838666667,0,0,0,1,0,3,0,1,0,0,0,0.001052632,-0.262026129,0,0.142857143,0.153846154,0,3.79805
1477,四川省,79cd2490e13b5c1764ea,0,1,0,0,1,0,1,0,176,67,0,1,1,1,0,0,1,0.872,1,0,0,0,0,4,0,0,0,1,0,0.004571429,-0.242314221,0,0,0.102564103,0,3.01547
1478,青海省,76bf5d3aa491986b0868,1,0,0,1,1,0,1,0,164,54,1,1,1,0,1,0,1,0.824,0,1,0,0,0,1,0,1,0,0,0,0.009259259,-0.260203401,0,0.142857143,0.153846154,0,3.28666
1479,辽宁省,924f0acdd0899cc1c521,1,0,0,0,1,0,1,0,178,60,1,1,1,0,1,0,0,0.836,0,0,0,1,0,1,0,1,0,0,0,0.01010101,-0.189075282,0,0.085714286,0.076923077,0,3.79098
1480,广东省,1f685bc603636967c1be,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,1,0.804,0,0,0,0,1,5,0,1,0,0,0,0.087099425,-0.010104233,0,0,0.076923077,0.172413793,3.21721
1481,广东省,ab5ec42d83d0524406a5,0,1,0,1,1,0,1,0,157,49,1,1,1,0,1,0,1,0.846666667,0,0,0,1,0,0,1,0,0,0,0,0.006349206,-0.259278009,0,0,0.102564103,0,3.75074
1482,湖北省,006850974b5e71e7ca5f,0,0,1,0,1,0,1,0,176,74,1,1,1,1,0,0,0,0.888,1,0,0,0,0,5,0,1,0,0,0,0.004166667,-0.095180595,0,0.028571429,0.076923077,0,3.64878
1483,江西省,3e68e64e74d54c52aff2,1,0,0,0,1,0,1,0,176,67,1,1,1,1,0,0,1,0.884,1,0,0,0,0,1,0,1,0,0,0,0.003333333,-0.262142688,0,0.028571429,0.076923077,0,3.51511
1484,宁夏回族自治区,4289c467a79dcd1da972,1,0,0,1,1,0,1,0,166,60,1,1,1,0,1,0,1,0.837333333,0,0,0,1,0,2,0,1,0,0,0,0.010958904,-0.261842246,0,0.085714286,0.128205128,0,3.45043
1485,河北省,c690d221839c8997a32e,1,0,0,0,1,0,1,0,186,88,1,1,1,1,0,0,1,0.965333333,0,1,0,0,0,5,0,1,0,0,0,0.011397849,-0.259201724,0,0.114285714,0.102564103,0,3.60327
1486,北京市,89e06d562542114d2ab8,0,1,0,1,1,0,1,0,165,52,1,1,1,1,0,0,0,0.928,0,0,0,0,0,1,0,1,0,0,0,0.097142857,1.032081762,0,0.142857143,0.384615385,0.24137931,3.51482
1487,北京市,06b85fdc642e9002dd1e,0,1,0,0,1,1,0,0,176,67,1,1,1,1,0,0,1,0.897333333,0,0,1,0,0,0,1,0,0,0,0,0.123762376,2.327777728,0,0.028571429,0.102564103,0.068965517,3.4092
1488,福建省,b81d6f3eb75d54a388f0,0,1,0,0,1,0,1,0,180,74,1,1,1,1,0,0,1,0.752,0,0,0,0,1,5,0,1,0,0,0,0.46653144,10.09060878,0,0,0.051282051,0.24137931,2.99408
1489,北京市,f05c284af145a8625071,0,1,0,0,1,0,1,0,180,67,1,1,1,1,0,0,1,0.908,0,0,0,0,0,1,0,1,0,0,0,0.038888889,-0.262245872,0,0.057142857,0.307692308,0,3.69314
1490,湖南省,8466af746afc013fb670,0,0,1,1,0,0,1,0,164,54,1,1,1,0,1,0,1,0.846666667,0,0,1,0,0,0,1,0,0,0,0,0.005,1.896944872,0,0,0.179487179,0,3.3954
1491,江苏省,2457fc7d657cee501932,0,1,0,0,1,1,0,0,169,66,1,1,1,1,0,0,1,0.583333333,0,0,1,0,0,4,0,1,0,0,0,0.008103728,0.027155385,0,0.028571429,0.051282051,0,3.73127
1492,安徽省,383b67f3a0a108c230fa,0,1,0,0,1,0,1,0,181,66,0,1,1,1,0,0,0,0.904,1,0,0,0,0,0,0,0,1,0,0,0.001981179,-0.261010278,0,0,0.051282051,0,3.3646
1493,重庆市,b9849fc933a734fa977a,0,1,0,0,1,0,1,0,172,66,1,1,1,0,1,0,1,0.861333333,0,0,1,0,0,0,1,0,0,0,0,0.010695187,-0.261396069,0,0.085714286,0.102564103,0,3.7263
1494,山东省,a2898afe2045027b3c85,0,0,1,0,1,0,1,0,188,65,1,1,1,1,0,0,1,0.916,1,0,0,0,0,4,0,1,0,0,0,0.003590664,-0.261990586,0,0,0.179487179,0.379310345,3.75371
1495,广东省,7f3e97fca04eaf5924f6,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,1,0.849333333,0,0,0,0,1,5,0,1,0,0,0,0.009779951,-0.259465881,0,0.028571429,0.128205128,0.137931034,3.66203
1496,浙江省,07d8867548ee7d492a3c,0,1,0,0,1,0,1,0,178,95,1,1,1,1,0,0,0,0.904938148,0,0,0,0,1,5,0,1,0,0,0,0.016981132,-0.246775078,0,0,0.076923077,0,3.79956
1497,安徽省,a91be537a3984e38be49,0,1,0,1,1,0,1,0,164,54,1,1,1,1,0,0,0,0.929333333,0,1,0,0,0,1,0,1,0,0,0,0.004308024,-0.261959135,0,0.142857143,0.153846154,0,3.61251
1498,重庆市,4b34b8202e8330b825fe,0,1,0,0,1,0,1,0,163,52,1,1,1,0,1,0,1,0.878666667,0,1,0,0,0,0,1,0,0,0,0,0.004784689,-0.056203101,0,0.257142857,0.666666667,0,3.34196
1499,河北省,571eff4631218ec6bb58,1,0,0,0,1,0,1,0,172,55,1,1,1,1,0,0,0,0.942666667,1,0,0,0,0,5,0,1,0,0,0,0.317515701,2.002013309,0,0,0.076923077,0.068965517,3.4654
1500,湖北省,00902b9d54819a674bd1,0,0,1,0,1,0,1,0,173,73,1,1,1,1,0,0,1,0.889333333,1,0,0,0,0,5,0,1,0,0,0,0.014285714,-0.261303205,0,0,0.025641026,0.137931034,3.44107
1501,山西省,60bef18bf303b23d683c,1,0,0,0,1,0,1,0,172,65,1,1,1,1,0,0,1,0.865333333,0,0,0,1,0,2,0,1,0,0,0,0.001388889,0.007190179,0,0,0.025641026,0,3.45338
1502,天津市,bc67e3a8bf9493bd17fe,0,1,0,1,1,0,1,0,168,62,1,1,1,1,0,0,0,0.918666667,0,1,0,0,0,0,1,0,0,0,0,0.000392157,-0.262242352,0,0.028571429,0.282051282,0.310344828,3.59739
1503,四川省,2dc4c6a3460f3d06f459,0,1,0,0,1,0,1,0,170,70,1,0,1,1,0,0,1,0.909333333,0,0,0,0,1,4,0,1,0,0,0,0.010909091,-0.177071196,0,0.028571429,0.076923077,0.310344828,3.7228
1504,山东省,e1bf562b352718c19523,0,0,1,1,1,0,1,0,163,41,1,1,1,0,1,0,0,0.889333333,0,0,1,0,0,0,1,0,0,0,0,0.002506266,-0.261948695,0,0,0.076923077,0,3.61456
1505,福建省,a18f86a9597f9117a8e0,0,1,0,0,1,0,1,0,170,53,1,1,1,1,0,0,1,0.914666667,1,0,0,0,0,1,0,1,0,0,0,0.003875969,-0.259237991,0,0.028571429,0.153846154,0.034482759,3.12105
1506,甘肃省,d23cae956372b36257c7,1,0,0,1,1,0,1,0,162,50,1,1,1,0,1,0,1,0.828,0,0,0,1,0,5,0,1,0,0,0,0.004237288,-0.146747842,0,0.085714286,0.076923077,0,3.7161
1507,江苏省,9c9521de9d87b8e6701c,0,1,0,0,1,0,1,0,179,70,0,1,1,1,0,0,1,0.6125,0,0,0,0,1,5,0,1,0,0,0,0.127721335,-0.051572115,0,0,0.358974359,0.24137931,3.12219
1508,浙江省,6244496865aa0869c5f0,0,1,0,0,1,0,1,0,178,65,1,1,1,1,0,0,1,0.904938025,0,0,0,0,1,0,1,0,0,0,0,0.05,-0.23654496,0,0.028571429,0.153846154,0,3.28762
1509,山西省,28cd10b2184f9fb69ef1,1,0,0,1,1,0,1,0,162,55,1,1,1,0,1,0,1,0.810666667,0,0,0,1,0,3,0,1,0,0,0,0.012244898,-0.244047575,0,0.257142857,0.384615385,0,3.84485
1510,重庆市,11249eae7f6181483d8e,0,1,0,0,1,0,1,0,163,65,1,1,1,1,0,0,1,0.9,1,0,0,0,0,5,0,1,0,0,0,0.000716332,-0.26188408,0,0.114285714,0.230769231,0,3.77589
1511,江西省,7cc6192909e0dcd54d97,1,0,0,0,1,0,1,0,182,65,1,1,1,1,0,0,1,0.909333333,1,0,0,0,0,4,0,1,0,0,0,0.004016064,-0.262081762,0,0,0.102564103,0.034482759,3.49034
1512,湖南省,218333017400b11692cd,0,0,1,0,1,0,1,0,170,68,1,1,1,1,0,0,0,0.868,1,0,0,0,0,5,0,1,0,0,0,0.044530494,-0.226154246,0,0,0.025641026,0,3.53269
1513,贵州省,379d937794af5df9088f,1,0,0,0,1,0,1,0,173,60,0,1,1,1,0,0,1,0.902666667,0,0,0,0,1,1,0,1,0,0,0,0.001755413,-0.25168581,0,0,0.076923077,0.24137931,1.51836
1514,广西壮族自治区,434ff538ccbeb01aa181,1,0,0,1,0,0,1,0,162,50,1,1,1,0,1,0,0,0.862666667,0,0,0,1,0,0,1,0,0,0,0,0.007874016,-0.116614675,0,0.342857143,0.564102564,0,3.33352
1515,陕西省,2cfc27242c88bbb718a5,0,0,1,1,1,0,1,0,163,54,1,1,1,1,0,0,0,0.904,0,0,0,1,0,1,0,1,0,0,0,0.005607477,-0.259820365,0,0.228571429,0.230769231,0,3.49982
1516,宁夏回族自治区,b46ede40744f80ca662d,1,0,0,1,1,0,1,0,161,55,0,1,1,0,1,0,1,0.868,0,1,0,0,0,1,0,0,0,1,0,0.00341006,0.61094499,0,0,0,0,3.16614
1517,浙江省,461d43eef5548b71f2f9,0,1,0,0,1,0,1,0,176,67,0,1,1,1,0,0,0,0.83824679,1,0,0,0,0,5,0,1,0,0,0,0.04172851,1.18E-15,0,0,0.025641026,0.137931034,3.30432
1518,浙江省,4cf82425f42d8aa8ab26,0,1,0,0,1,0,1,0,173,57,1,1,1,1,0,0,0,0.806124444,0,0,0,0,1,5,0,1,0,0,0,0.080091533,-0.033861669,0,0,0.102564103,0.172413793,3.18873
1519,陕西省,30b9d7f0bc99a498dba1,0,0,1,0,1,0,1,0,173,68,1,1,1,1,0,0,1,0.934666667,0,0,0,0,1,1,0,1,0,0,0,0.076,1.18E-15,0,0.114285714,0.102564103,0,3.15432
1520,安徽省,d25f137b19a583954e4d,0,1,0,1,1,0,1,0,174,60,1,1,1,1,0,0,0,0.926666667,0,1,0,0,0,1,0,1,0,0,0,0.002643172,-0.26191543,0,0.028571429,0.230769231,0,3.63954
1521,江苏省,39635f0214aa0d4f410a,0,1,0,0,1,0,1,0,178,64,1,1,1,1,0,0,1,0.641666667,0,0,0,0,1,1,0,1,0,0,0,0.068062827,-0.210025722,0,0.057142857,0.230769231,0,3.68061
1522,江西省,8cfafe16ce2e19fb8180,1,0,0,1,1,0,1,0,164,54,1,1,1,0,1,0,0,0.818666667,0,0,1,0,0,3,0,1,0,0,0,0.001369863,-0.261867335,0,0.028571429,0.333333333,0,3.6443
1523,江西省,d5c2e61949ed63f8c745,1,0,0,1,1,0,1,0,164,54,0,1,1,1,0,0,0,0.902666667,0,0,0,0,1,0,0,0,1,0,0,0.002325581,-0.262033547,0,0.085714286,0.051282051,0,3.29847
1524,广东省,67c29e5159fcba114966,0,1,0,0,1,0,1,0,170,52,1,1,1,1,0,0,1,0.889333333,0,0,0,0,1,5,0,1,0,0,0,0.005409583,0.043117867,0,0,0.102564103,0.172413793,1.83861
1525,浙江省,f6da3682128e637c3a5b,0,1,0,1,1,0,1,0,158,50,1,1,1,0,1,0,1,0.85678963,0,0,1,0,0,0,1,0,0,0,0,0.047619048,-0.219372139,0,0.085714286,0.256410256,0,3.59123
1526,山西省,39c59765c1f38a2ebb06,1,0,0,1,1,0,0,1,163,55,1,1,1,0,1,0,0,0.836,0,0,0,0,0,0,1,0,0,0,0,0.013953488,-0.259359681,0,0.028571429,0.153846154,0,3.6398
1527,四川省,06fd04eb2f2a4a2be292,0,1,0,1,1,0,1,0,168,55,1,1,1,0,1,0,0,0.853333333,0,0,0,1,0,0,1,0,0,0,0,0.098360656,0.358675693,0,0.114285714,0.051282051,0,3.62668
1528,山东省,d4fdf514471e355b918c,0,0,1,1,1,0,1,0,172,60,1,1,1,0,1,0,1,0.856,0,0,0,1,0,0,1,0,0,0,0,0.001655629,-0.262042164,0,0.028571429,0.205128205,0,3.83317
1529,上海市,8f5406fb020c601602d6,0,1,0,1,1,0,1,0,163,52,1,1,1,0,1,0,1,0.777272727,0,0,1,0,0,4,0,1,0,0,0,0.04172851,1.18E-15,0,0,0,0,3.48935
1530,湖南省,aa4dd0e3fa80331a341b,0,0,1,1,1,0,1,0,168,62,1,1,1,1,0,0,1,0.906666667,0,0,0,1,0,1,0,1,0,0,0,0.022653722,0.460603315,0,0.142857143,0.282051282,0,3.54421
1531,浙江省,96cd92049818537c8273,0,1,0,0,1,0,1,0,178,64,0,1,1,1,0,0,0,0.880239753,1,0,0,0,0,2,0,1,0,0,0,0.149253731,0.053356282,0,0,0.025641026,0.068965517,2.89378
1532,辽宁省,d00bd078c47a7f9f4183,1,0,0,0,1,0,1,0,180,80,1,1,1,1,0,0,0,0.918666667,0,1,0,0,0,5,0,1,0,0,0,0.013816926,-0.257907732,0,0.085714286,0.230769231,0,2.26492
1533,上海市,b0ba9e7fea654f630e4b,0,1,0,1,1,0,1,0,167,57,1,1,1,0,1,0,1,0.815151515,0,0,0,0,0,2,0,1,0,0,0,0.04172851,1.18E-15,0,0.114285714,0.076923077,0,3.81142
1534,黑龙江省,747acb0a344128ef3af4,1,0,0,0,1,0,1,0,169,55,1,1,1,0,1,0,0,0.854666667,0,0,1,0,0,0,1,0,0,0,0,0.011857708,-0.121303856,0,0,0,0,3.05104
1535,上海市,e40366a9f1a68899d6b3,0,1,0,1,1,0,1,0,164,54,1,1,1,0,1,0,1,0.784848485,0,0,1,0,0,2,0,1,0,0,0,0.04172851,1.18E-15,0,0.057142857,0.025641026,0,3.59978
1536,江苏省,5c2b9a7675ee37a416b5,0,1,0,1,1,0,1,0,160,50,1,1,1,0,1,0,1,0.602083333,0,0,1,0,0,5,0,1,0,0,0,0.009569378,-0.257811896,0,0.228571429,0.41025641,0,3.48489
1537,河南省,3765aa24239cdacf3e59,1,0,0,0,1,0,1,0,173,62,1,1,1,1,0,0,0,0.872,1,0,0,0,0,2,0,1,0,0,0,0.03625,-0.245544185,0,0,0.025641026,0,3.65898
1538,河南省,6308c51675e462c3d1c4,1,0,0,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.830666667,0,0,0,0,1,5,0,1,0,0,0,0.322875817,0.977462355,0,0,0.025641026,0.103448276,3.33939
1539,甘肃省,3d734ed2a2afdf2bf69f,1,0,0,0,1,0,1,0,176,65,1,1,1,1,0,0,0,0.9,1,0,0,0,0,0,1,0,0,0,0,0.004545455,-0.23174174,0,0.142857143,0.461538462,0.517241379,2.52391
1540,四川省,e16a812807226fe31355,0,1,0,1,1,0,1,0,167,51,1,1,1,0,1,0,0,0.850666667,0,1,0,0,0,2,0,1,0,0,0,0.403846154,1.459869516,0,0.114285714,0.076923077,0,3.41628
1541,湖北省,893460bfef9d7cbdf9a2,0,0,1,0,1,0,1,0,177,55,1,1,1,1,0,0,0,0.850666667,1,0,0,0,0,5,0,1,0,0,0,0.04172851,0.290333581,0,0,0.076923077,0,1.34468
1542,天津市,d69d7a5e892d545cb418,0,1,0,0,1,0,1,0,181,69,1,1,1,1,0,0,1,0.909333333,1,0,0,0,0,1,0,1,0,0,0,0.008235294,-0.037971744,0,0.057142857,0.153846154,0,3.23523
1543,湖南省,70ba2d910440d45131f2,0,0,1,1,1,0,1,0,165,53,1,1,1,1,0,0,0,0.798666667,1,0,0,0,0,5,0,1,0,0,0,0.04172851,1.18E-15,0,0.028571429,0.153846154,0.103448276,3.06267
1544,浙江省,40aae2c805cb0dbb187f,0,1,0,1,0,1,0,0,162,48,1,1,1,0,1,0,0,0.896296173,0,0,0,1,0,0,1,0,0,0,0,0.019480519,-0.077633343,0,0.228571429,0.076923077,0,3.59422
1545,河南省,5da4913c406cedddc655,1,0,0,0,1,0,1,0,180,75,1,1,1,1,0,0,0,0.924,0,0,0,0,0,1,0,1,0,0,0,0.000502008,-0.262227647,0,0.028571429,0.282051282,0.172413793,3.79739
1546,重庆市,8b8a4767ea3173c49638,0,1,0,0,1,0,1,0,166,53,1,1,1,1,0,0,0,0.92,0,0,0,0,1,1,0,1,0,0,0,0.001111111,-0.260237241,0,0.057142857,0.076923077,0,3.70988
1547,北京市,c13696de259a7871744f,0,1,0,0,1,0,1,0,188,80,1,1,1,1,0,0,1,0.870666667,1,0,0,0,0,2,0,1,0,0,0,0.135888502,-0.262245872,0,0.171428571,0.128205128,0,3.68986
1548,江苏省,eb5ba6d736f6df87b23f,0,1,0,0,1,0,1,0,175,56,1,1,1,1,0,0,0,0.597916667,1,0,0,0,0,2,0,1,0,0,0,0.032653061,-0.235479985,0,0,0.179487179,0.103448276,3.78005
1549,浙江省,5057c6b5a3fb31e849a0,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.916048765,1,0,0,0,0,0,1,0,0,0,0,0.119230769,-0.220241849,0,0.114285714,0.179487179,0,3.60148
1550,重庆市,9ed58c1742a33970cd1a,0,1,0,1,1,0,1,0,162,60,1,1,1,0,1,0,1,0.856,0,0,0,0,0,0,0,0,1,0,0,0.004016064,-0.25738946,0,0.028571429,0.153846154,0,3.60519
1551,安徽省,0074b93bc2135f8a9679,0,1,0,1,1,0,1,0,167,53,1,1,1,0,1,0,0,0.916,0,0,0,0,0,0,1,0,0,0,0,0.002832861,-0.261392406,0,0.085714286,0.051282051,0,3.63376
1552,辽宁省,3ac47ec5922250732721,1,0,0,1,1,0,1,0,164,54,1,1,1,0,1,0,0,0.854666667,0,0,1,0,0,0,1,0,0,0,0,0.009380863,-0.259847618,0,0.028571429,0.102564103,0,3.63847
1553,四川省,5f5fa3bb0591ee8c4bc2,0,1,0,0,1,0,1,0,179,62,0,1,1,0,1,0,0,0.809333333,0,0,1,0,0,3,0,0,0,1,0,0.002197802,-0.145782171,0,0,0,0,3.12993
1554,山东省,806c5a4a42002202cc13,0,0,1,0,1,0,1,0,185,73,0,1,1,0,1,0,0,0.857333333,0,0,1,0,0,1,0,0,0,1,0,0.001428571,-0.262111101,0,0,0.153846154,0,3.68613
1555,湖北省,a15924865a91033c787f,0,0,1,0,1,0,1,0,173,70,0,0,1,0,1,0,0,0.833333333,0,1,0,0,0,0,1,0,0,0,0,0.001023541,-0.262245644,0,0.028571429,0.128205128,0,2.49041
1556,北京市,6df6089cdf8211566bc2,0,1,0,0,1,0,1,0,170,60,1,1,1,1,0,0,1,0.896,0,0,0,0,1,1,0,1,0,0,0,0.144599303,-0.262245872,0,0.171428571,0.282051282,0,3.17862
1557,重庆市,4d549b096164858f08d7,0,1,0,1,1,0,1,0,164,45,1,1,1,1,0,0,1,0.909333333,1,0,0,0,0,2,0,1,0,0,0,0.001041667,-0.261203898,0,0.057142857,0.358974359,0.068965517,3.26924
1558,北京市,fa7c7ed77e71b9c09aec,0,1,0,1,1,0,1,0,162,54,1,1,1,0,1,0,1,0.913333333,0,0,0,0,0,0,1,0,0,0,0,0.060606061,5.534812166,0,0.114285714,0.076923077,0,3.58384
1559,辽宁省,a354b3653334d131c701,1,0,0,0,1,0,1,0,185,75,1,1,1,1,0,0,0,0.886666667,0,0,0,1,0,1,0,1,0,0,0,0.002631579,-0.262147553,0,0.057142857,0.076923077,0,3.75325
1560,新疆维吾尔自治区,4eda736e9345a2cf7deb,1,0,0,1,1,0,1,0,164,54,1,1,0,1,0,0,0,0.877333333,1,0,0,0,0,1,0,1,0,0,0,0.002751032,-0.254720362,0,0.028571429,0.256410256,0,3.5504
1561,河南省,b755aac66ab16c3230ed,1,0,0,0,1,1,0,0,176,67,1,1,1,0,1,0,1,0.858666667,0,0,0,0,0,0,1,0,0,0,0,0.007861635,-0.262118816,0,0.028571429,0.179487179,0.034482759,3.50668
1562,四川省,cce41c9edcbcfa7b9748,0,1,0,0,1,0,1,0,168,75,1,1,1,1,0,0,1,0.921333333,0,0,0,0,1,1,0,1,0,0,0,0.003125,-0.262237822,0,0,0.051282051,0,3.10611
1563,湖南省,211372d01d4b2622a1d9,0,0,1,0,1,0,1,0,175,60,1,1,1,1,0,0,0,0.932,1,0,0,0,0,5,0,1,0,0,0,0.04172851,1.18E-15,0,0.057142857,0.307692308,0.034482759,3.70871
1564,北京市,7bca13111fb6ab9b03c6,0,1,0,0,1,0,1,0,182,62,1,1,1,0,1,0,1,0.909333333,0,0,0,0,0,1,0,1,0,0,0,0.038461538,-0.262245872,0,0.114285714,0.230769231,0,3.65462
1565,山西省,6fc959f2923ee1c92f7a,1,0,0,0,1,0,1,0,175,48,1,1,1,1,0,0,0,0.846666667,0,0,0,0,1,2,0,1,0,0,0,0.005555556,-0.247083637,0,0.085714286,0.230769231,0.034482759,3.74169
1566,重庆市,aa783e4c223a4609cbf1,0,1,0,1,1,0,1,0,158,46,1,1,1,0,1,0,0,0.906666667,0,0,1,0,0,0,1,0,0,0,0,0.004739336,-0.24986005,0,0.028571429,0.256410256,0,3.71914
1567,天津市,0d88b88372e653b10a62,0,1,0,0,1,0,1,0,164,55,1,1,1,1,0,0,1,0.921333333,0,0,1,0,0,0,1,0,0,0,0,0.009589041,-0.249753564,0,0.085714286,0.282051282,0,3.38623
1568,湖北省,182c191e8a0bea680971,0,0,1,0,1,0,1,0,179,68,1,1,1,1,0,0,0,0.912,1,0,0,0,0,5,0,1,0,0,0,0.000914913,-0.261819694,0,0.028571429,0.128205128,0.137931034,3.89027
1569,湖南省,12659c2cb2c0fd3b31d2,0,0,1,1,1,0,1,0,160,51,0,1,1,1,0,0,0,0.877333333,0,1,0,0,0,4,0,1,0,0,0,0.001333333,-0.262185306,0,0.171428571,0.333333333,0.275862069,3.72434
1570,河北省,1bb4c3f6c58b2ae6b519,1,0,0,1,1,0,1,0,163,57,1,1,1,0,1,0,0,0.885333333,0,0,0,1,0,0,1,0,0,0,0,0.021854305,1.18E-15,0,0.085714286,0.076923077,0,3.62609
1571,北京市,c7aa79dcdc5b1f2bc719,0,1,0,0,1,0,1,0,176,75,1,1,1,1,0,0,0,0.921333333,0,0,1,0,0,0,1,0,0,0,0,0.290666667,0.247183606,0,0.142857143,0.256410256,0,3.65825
1572,重庆市,852030331b2d7c5bdcf9,0,1,0,0,1,0,1,0,166,50,0,1,1,0,1,0,0,0.901333333,0,0,0,1,0,0,0,0,1,0,0,0.001666667,-0.23111905,0,0.085714286,0.025641026,0,3.33904
1573,北京市,81b08e1678e1f98d69f0,0,1,0,1,1,0,1,0,173,63,1,1,1,0,1,0,0,0.893333333,0,0,1,0,0,0,1,0,0,0,0,0.020833333,-0.14299672,0,0.114285714,0.179487179,0,3.4179
1574,江苏省,8f8b5da45b10883f3cf0,0,1,0,0,1,0,1,0,175,60,1,1,1,1,0,0,0,0.616666667,1,0,0,0,0,5,0,1,0,0,0,0.035714286,-0.259752784,0,0.057142857,0.153846154,0.034482759,3.70353
1575,湖北省,449e7e0de1679197bbbc,0,0,1,0,1,0,1,0,180,55,1,1,1,1,0,0,0,0.858666667,1,0,0,0,0,5,0,1,0,0,0,0.04172851,-0.262245872,0,0,0.076923077,0.206896552,3.76323
1576,北京市,d1c3360c7bae3348f58d,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,0,0.922666667,0,0,0,0,1,1,0,1,0,0,0,0.003039514,-0.243469955,0,0,0.102564103,0,3.47161
1577,四川省,e56c76acbead6fe63ee5,0,1,0,0,1,0,1,0,179,63,1,1,1,0,1,0,1,0.858666667,0,0,0,1,0,0,1,0,0,0,0,0.002512563,-0.221944248,0,0.057142857,0.076923077,0,3.70756
1578,湖北省,00696c5659c08f38a1fc,0,0,1,0,1,0,1,0,181,70,1,1,1,1,0,0,1,0.909333333,0,0,0,0,1,2,0,1,0,0,0,0.04172851,-0.258472673,0,0.057142857,0.179487179,0,3.37424
1579,黑龙江省,8730bc63cc30015f4444,1,0,0,1,1,0,1,0,170,55,1,1,1,0,1,0,0,0.869333333,0,0,0,0,0,0,1,0,0,0,0,0.007181329,-0.261420321,0,0.057142857,0.128205128,0,3.25529
1580,江苏省,0d249512d110fb5238f6,0,1,0,1,1,0,1,0,163,60,0,1,1,0,1,0,0,0.610416667,0,0,0,1,0,2,0,1,0,0,0,0.002666667,-0.259815697,0,0.085714286,0.051282051,0,3.54104
1581,上海市,ef8f631f7845dea2e014,0,1,0,0,1,0,1,0,176,67,1,1,1,1,0,0,1,0.790909091,1,0,0,0,0,5,0,1,0,0,0,0.04172851,1.18E-15,0,0.028571429,0.025641026,0.068965517,3.71327
1582,浙江省,eec2835e6fa0874213cc,0,1,0,1,1,0,1,0,165,53,1,1,1,1,0,0,0,0.883945432,0,0,0,0,0,5,0,1,0,0,0,0.008305648,-0.261843016,0,0,0.179487179,0.103448276,3.54688
1583,四川省,a4496e1ac2e008126c04,0,1,0,0,1,1,0,0,165,58,1,1,1,1,0,0,1,0.893333333,0,0,0,0,1,5,0,1,0,0,0,0.171698113,0.181958164,0,0,0.025641026,0.103448276,3.39859
1584,江苏省,e5a7292f9b1d8543ec83,0,1,0,0,1,0,1,0,180,60,1,1,1,1,0,0,0,0.597916667,0,0,0,0,1,5,0,1,0,0,0,0.001666667,-0.261946259,0,0.114285714,0.333333333,0.103448276,3.58901
1585,天津市,a97b5603b1a810f1eef0,0,1,0,0,1,0,1,0,170,62,1,1,1,1,0,0,1,0.909333333,0,0,0,0,1,5,0,1,0,0,0,0.001912046,-0.246461195,0,0,0.128205128,0.137931034,3.62925
1586,新疆维吾尔自治区,3e5976ce828b88648901,1,0,0,0,0,0,1,0,193,86,1,1,1,0,1,0,1,0.877333333,0,0,0,1,0,0,1,0,0,0,0,0.001515152,1.18E-15,0,0,0,0,3.08121
